mz,rt,group,CMP,intensity,annotation,H1,H2,H3a_rep1,H3a_rep2,H3a_rep3,H3b,H4_1,H4_2,H4_3,H5_rep1,H5_rep2,N_rep1,N_rep2,N_rep3,O1a,O1b,O2,O3_rep1,O3_rep2,O3_rep3,O4,P1a,P1b,P2a,P2b_rep1,P2b_rep2,P2b_rep3,P2c,P3,P4a,P4b,P5,P6,QC_rep1,QC_rep2,QC_rep3,QC_rep4,V1a,V1b,V2,V3,V5,neutral_mass,cmp_ppm,size,intensity_rel,isogroup,isonr,charge,adduct_ion,ppm
460.3290336,996,M460_R996_6729,CMP196,8958,none,16063,8343,0,0,0,6135,0,0,0,0,0,0,0,0,0,9234,0,10691,14616,13665,0,0,0,0,0,0,0,6398,0,0,0,0,0,0,0,0,0,0,0,7817,0,5861,892.6663,NA,9,30.00929913,NA,NA,NA,NA,NA
460.3434686,1083,M460_R1083_6730,CMP679,9981,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12602,12049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11450,0,524.4785,NA,5,11.62559946,NA,NA,NA,NA,NA
460.3714905,1019,M460_R1019_6731,NA,0,none,0,12007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12985,18701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
460.3885193,880,M460_R880_6732,CMP148,5716,none,8613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.4067,30.98,10,43.7889986,NA,NA,NA,NA,NA
460.9336654,612,M461_R612_6733,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,5791,10382,12689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
460.9608404,531,M461_R531_6734,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,8164,15406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
461.0149368,1061,M461_R1061_6735,NA,0,none,0,0,6309,6877,8066,6677,0,0,0,0,0,0,0,0,0,0,0,7248,7861,7881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6871,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
461.0539523,766,M461_R766_6736,NA,0,none,0,0,0,0,0,8090,0,0,0,0,0,0,0,0,8048,11991,0,6179,9506,11463,14085,0,0,0,0,0,0,0,0,12123,0,8842,7220,0,0,0,0,0,0,7999,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
461.068354,544,M461_R544_6737,CMP1162,20018,none,38390,0,0,0,0,8613,0,0,0,0,0,0,0,0,13943,28110,8677,7048,8356,8305,6885,0,0,0,0,0,0,0,26246,0,0,0,0,0,0,7618,7640,9816,15920,7320,40781,14141,460.076,NA,3,12.04241805,1,2,1,NA,NA
461.0850272,1034,M461_R1034_6738,NA,0,none,17362,17719,7081,11527,10512,0,0,0,0,0,0,0,0,0,0,0,0,6162,14425,10683,0,0,0,0,0,0,0,17897,0,0,0,0,0,0,0,0,0,0,0,10812,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
461.0992432,564,M461_R564_6739,NA,0,none,0,0,0,0,0,0,0,0,0,8453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
461.1099524,447,M461_R447_6740,NA,0,none,8443,0,9012,9010,8924,0,0,0,0,0,0,0,0,0,0,0,47960,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31272,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
461.1448355,412,M461_R412_6741,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13198,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
461.21755,418,M461_R418_6742,CMP1324,4579,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462.2248,2.4,3,69.3839958,NA,NA,NA,[M-H]-,NA
461.2200623,485,M461_R485_6743,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
461.2384325,358,M461_R358_6744,CMP339,39652,none,0,0,12441,12482,15861,13190,0,0,0,0,0,0,0,0,0,0,0,0,5831,8510,0,0,0,0,0,0,0,0,0,0,0,0,6512,0,0,0,0,56334,0,0,30442,26270,578.1634,0.87,7,35.34055971,NA,NA,NA,NA,NA
461.2656563,495,M461_R495_6745,NA,0,none,0,0,13381,17303,16877,21626,27941,29650,17480,0,0,0,0,0,0,0,6127,7228,5788,8853,5997,8183,0,24434,38781,23416,35700,11338,7692,0,0,0,11107,0,0,7946,7204,7023,7237,0,8140,8493,NA,NA,NA,NA,NA,NA,NA,NA,NA
461.2753618,579,M461_R579_6746,NA,0,none,0,0,13248,6887,17186,7472,0,0,0,0,0,0,0,0,0,8304,0,0,0,0,0,7609,0,17444,11898,6574,9248,10752,0,0,0,0,8773,0,0,6304,7363,19522,0,0,6955,10546,NA,NA,NA,NA,NA,NA,NA,NA,NA
461.2909851,735,M461_R735_6747,NA,0,none,5829,0,0,6295,6461,14637,0,0,0,0,0,0,0,0,0,23459,8255,11509,13717,11468,7161,0,0,5894,8137,0,7616,0,0,0,0,0,0,0,0,0,0,9241,6344,6837,7027,8050,NA,NA,NA,NA,NA,NA,NA,NA,NA
461.2915351,896,M461_R896_6748,CMP769,20300,none,0,0,5898,8663,0,0,0,0,0,0,0,0,0,0,0,0,23796,16685,19907,20528,0,0,0,5736,7578,0,6064,0,0,0,0,0,0,0,0,6795,7836,32826,0,0,11842,19084,690.3173,2.8,5,65.67023065,NA,NA,NA,NA,NA
461.2904816,423,M461_R423_6749,NA,0,none,0,0,0,9231,9863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
461.2905092,566,M461_R566_6750,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13745,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
461.3273025,1000,M461_R1000_6751,CMP1078,10117,none,10160,6851,6865,8231,9779,11567,0,0,0,9097,0,0,0,0,6765,12288,6035,10212,10081,11946,8347,11474,0,14645,19003,11622,15500,10593,11128,0,0,0,0,0,6747,8426,11503,8663,0,6879,0,12420,480.3454,0.46,4,9.938188584,NA,NA,NA,[M-H-H2O]-,0.457337133
461.3123692,849,M461_R849_6752,NA,0,none,19400,0,7361,10474,9173,0,0,0,0,0,0,0,0,0,0,5954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9481,0,0,7442,NA,NA,NA,NA,NA,NA,NA,NA,NA
461.3297427,1115,M461_R1115_6753,NA,0,none,26875,18875,10694,19369,19978,27877,0,0,0,0,0,0,0,0,0,0,0,11644,11902,11723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7189,0,14762,NA,NA,NA,NA,NA,NA,NA,NA,NA
461.3286133,1028,M461_R1028_6754,NA,0,none,42591,12903,0,0,0,0,0,0,0,7660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6203,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
461.3437103,900,M461_R900_6755,CMP1590,8359,none,0,0,7620,11323,13033,15640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.2361,NA,3,41.48489822,NA,NA,NA,NA,NA
461.3642599,1084,M461_R1084_6756,CMP2126,69072,none,149342,56427,75501,105173,94909,221158,115267,12021,11402,11441,0,0,13373,6422,25566,38458,9416,64860,156823,125769,17885,15646,11293,13949,25177,15553,20932,122126,12976,8277,7142,12727,6645,0,12095,18074,52310,13992,34527,39918,72904,105152,462.3715,NA,2,100,NA,NA,NA,[M-H]-,NA
461.3591815,909,M461_R909_6757,CMP2401,31882,none,5562,7912,0,0,0,11109,0,0,0,0,0,0,0,0,8570,12975,0,6904,8957,10606,0,15910,26821,47240,21956,15432,21870,69822,54754,16879,0,11827,0,0,0,7829,16035,0,0,9423,0,15030,462.3665,NA,2,100,NA,NA,NA,[M-H]-,NA
461.375844,1019,M461_R1019_6758,NA,0,none,0,0,0,0,0,0,52667,12641,0,0,0,0,0,0,0,0,0,10527,16854,11815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
462.078151,1190,M462_R1190_6759,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7949,7665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
462.1081073,806,M462_R806_6761,CMP2229,14797,none,0,0,0,0,0,10982,0,0,0,0,0,0,0,0,14654,14424,13508,16128,17917,21906,14736,0,0,0,0,0,0,0,0,0,0,8242,0,0,0,0,0,0,0,0,0,0,463.1154,NA,2,100,NA,NA,NA,[M-H]-,NA
462.1129761,449,M462_R449_6762,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
462.1402893,671,M462_R671_6763,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16716,NA,NA,NA,NA,NA,NA,NA,NA,NA
462.242173,355,M462_R355_6764,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11567,0,0,5831,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
462.2591061,575,M462_R575_6765,NA,0,none,0,0,0,0,0,0,6774,6846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
462.2954462,934,M462_R934_6766,CMP2441,8728,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8037,0,0,0,0,463.3027,NA,2,100,NA,NA,NA,[M-H]-,NA
462.3246765,901,M462_R901_6767,CMP2400,5052,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6294,0,0,0,0,0,0,0,0,0,0,0,0,0,620.4087,6.25,2,28.78854503,NA,NA,NA,[M-H-NH3-CO-COCH2-C4H6O]-,6.25455967
462.322089,807,M462_R807_6768,NA,0,none,0,0,0,0,0,0,0,0,0,18322,6978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
462.3430481,1014,M462_R1014_6769,NA,0,none,11370,0,7069,10447,7827,8125,0,0,0,0,0,0,0,0,11570,17820,0,10221,15953,13003,0,0,15946,6150,0,0,0,15888,15296,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
462.3447266,747,M462_R747_6770,CMP258,8239,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7142,0,0,0,0,0,0,0,0,0,0,0,0,551.4042,0.5,8,32.04168655,NA,NA,NA,[M-H-C4H8O2]-,0.498864442
462.3618542,902,M462_R902_6771,CMP1588,11562,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6021,10090,0,0,0,16170,12756,0,0,0,0,0,0,0,0,0,0,0,0,0,409.2312,2.09,3,100,NA,NA,NA,NA,NA
462.3673399,1080,M462_R1080_6772,CMP983,18667,none,17074,9821,19680,27389,25169,59821,0,0,0,0,0,0,0,0,7052,10413,0,17772,40324,33791,8953,8501,0,8312,10919,8996,12336,32698,8773,0,0,0,0,0,0,0,0,9328,9387,10723,17796,27273,354.3137,NA,4,26.79376657,NA,NA,NA,NA,NA
462.8364966,748,M463_R748_6774,CMP1526,11538,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17543,465.8414,NA,3,99.41175112,NA,NA,NA,NA,NA
462.9642944,610,M463_R610_6775,CMP605,84640,PFNA,0,0,0,0,0,0,0,0,0,0,0,44127,80941,107416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463.9716,1.79,5,100,NA,NA,NA,[M-H]-,NA
462.9588776,531,M463_R531_6776,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,7695,15419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
463.0117402,1063,M463_R1063_6778,CMP484,12735,none,0,0,13496,15617,17940,15567,0,0,0,0,0,0,6004,7152,8984,0,0,15973,18353,18078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15301,0,0,497.9794,9.85,6,78.17691804,NA,NA,NA,NA,NA
463.0522201,768,M463_R768_6779,CMP732,8480,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7160,0,0,0,0,8538,0,0,0,0,0,0,0,0,7284,0,0,0,0,0,0,0,0,0,0,0,0,667.3953,9.66,5,32.47918835,NA,NA,NA,NA,NA
463.0753081,660,M463_R660_6780,CMP437,16560,none,0,0,0,0,0,0,0,0,0,0,0,7236,15451,23742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525.0777,NA,6,42.0683181,NA,NA,NA,NA,NA
463.0873702,311,M463_R311_6781,NA,0,none,0,0,0,0,0,0,18726,41065,6495,107896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
463.1254996,450,M463_R450_6783,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11498,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
463.135623,671,M463_R671_6784,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93573,NA,NA,NA,NA,NA,NA,NA,NA,NA
463.1764328,526,M463_R526_6785,CMP1868,197733,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178448,35809,0,0,0,464.1837,NA,2,100,1,0,1,[M-H]-,NA
463.2339199,496,M463_R496_6786,CMP324,66492,none,10113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102790,12412,12623,13856,9960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10854,0,464.2412,24.27,7,100,1,0,1,[M-H]-,NA
463.2702637,627,M463_R627_6787,CMP863,15871,none,0,0,0,0,0,32655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14047,0,0,0,0,0,0,0,6698,0,0,0,0,464.2775,NA,4,100,1,0,1,[M-H]-,NA
463.2705994,788,M463_R788_6789,CMP1496,23594,none,35552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.2779,32.27,3,100,1,0,1,[M-H]-,NA
463.2913733,520,M463_R520_6790,CMP1878,26376,none,0,0,0,0,0,0,0,0,0,19157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.2986,NA,2,100,NA,NA,NA,[M-H]-,NA
463.3074951,841,M463_R841_6791,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6775,6741,7144,6975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7838,NA,NA,NA,NA,NA,NA,NA,NA,NA
463.3066406,653,M463_R653_6792,NA,0,none,12202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12251,0,0,0,0,0,0,0,6023,0,6014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
463.3110971,1049,M463_R1049_6793,CMP987,82151,none,111237,35676,14738,42677,44659,177002,0,0,0,0,0,0,7967,9008,41886,256408,0,41830,54543,44714,0,0,0,0,0,0,0,20539,0,0,0,0,0,0,0,0,0,0,0,37555,0,51206,464.3184,NA,4,100,2,0,1,[M-H]-,NA
463.3222248,756,M463_R756_6794,NA,0,none,0,0,7631,9377,9229,15960,0,0,0,0,0,0,0,0,0,11999,10510,15507,11624,11389,24033,11086,0,11245,20934,28768,24604,8797,0,0,0,0,8287,0,0,0,0,7884,0,8223,11416,5801,NA,NA,NA,NA,NA,NA,NA,NA,NA
463.3274705,493,M463_R493_6795,NA,0,none,0,0,14027,19419,19318,15252,62008,31046,20515,0,0,0,0,0,0,25676,12293,6354,7594,7278,13346,0,0,7360,8813,5855,9299,0,0,9294,0,7377,11459,0,8226,11152,10475,9125,0,0,0,8453,NA,NA,NA,NA,NA,NA,NA,NA,NA
463.3430223,1008,M463_R1008_6796,CMP1546,9529,none,6461,7102,0,0,0,13777,0,0,0,0,0,0,0,0,0,10663,0,10162,12112,8603,7426,6668,0,10007,18060,12017,14790,7361,6091,0,0,0,0,0,0,0,0,6760,0,0,10742,11281,576.4226,NA,3,16.33483984,NA,NA,NA,NA,NA
463.3430328,929,M463_R929_6797,NA,0,none,18060,0,11335,12310,10936,5268,0,0,0,0,0,0,6270,9205,0,13223,0,18562,27666,20924,5771,0,0,0,0,0,0,8904,0,0,0,0,0,0,0,0,0,6936,0,14912,0,13115,NA,NA,NA,NA,NA,NA,NA,NA,NA
463.3760193,1095,M463_R1095_6798,NA,0,none,0,0,0,0,0,8675,0,0,0,0,0,0,0,0,0,0,0,9970,8111,14406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
464.0923767,498,M464_R498_6801,CMP632,24948,none,0,0,0,0,0,0,0,0,0,0,0,9100,21569,38606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.0242,14.93,5,47.08020803,NA,NA,NA,NA,NA
464.0920786,310,M464_R310_6802,NA,0,none,0,0,0,0,0,0,0,0,0,19430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
464.1408691,671,M464_R671_6803,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22801,NA,NA,NA,NA,NA,NA,NA,NA,NA
464.181266,526,M464_R526_6804,CMP1868,49339,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44610,9150,0,0,0,464.1837,NA,2,24.95241591,1,1,1,NA,NA
464.2372823,497,M464_R497_6805,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
464.2741384,788,M464_R788_6806,CMP1496,5395,none,8130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.2779,32.27,3,22.86701578,1,1,1,NA,NA
464.2722405,628,M464_R628_6807,NA,0,none,0,0,0,0,0,7829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
464.3137581,1051,M464_R1051_6809,CMP987,20257,none,24503,7917,0,9581,9962,41568,0,0,0,0,0,0,0,0,7866,62294,0,9293,12508,9444,0,0,0,0,0,0,0,7474,0,0,0,0,0,0,0,0,0,0,0,8377,0,11705,464.3184,NA,4,24.65813646,2,1,1,NA,NA
464.3239042,744,M464_R744_6811,CMP2299,46046,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47136,0,27217,0,0,0,0,0,0,0,0,0,0,465.3312,NA,2,100,NA,NA,NA,[M-H]-,NA
464.3226166,860,M464_R860_6812,NA,0,none,0,7350,0,0,0,10296,38310,6422,6064,37539,10829,0,7353,15410,23453,36416,0,14742,27467,22771,13349,83734,47814,99943,69113,35390,45631,27455,40485,52227,11123,38902,40639,0,14239,16348,25529,5694,6305,14895,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
464.346889,943,M464_R943_6814,CMP786,4653,none,0,0,0,0,0,8045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443.3722,23.22,5,35.8166876,NA,NA,NA,[M+Na-2H]-,NA
464.834173,748,M465_R748_6815,CMP1526,11607,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17647,465.8414,NA,3,100,NA,NA,NA,[M-H]-,NA
465.0082219,1062,M465_R1062_6816,NA,0,none,0,0,8768,12644,14194,13989,0,0,0,0,0,0,0,0,0,0,0,7465,15070,14985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13065,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
465.0958015,774,M465_R774_6817,CMP375,35162,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47900,15865,10103,25086,13107,18181,25440,0,0,0,0,0,0,0,0,0,14032,19271,0,0,0,376.0843,1.23,7,100,2,0,1,NA,NA
465.1628845,905,M465_R905_6821,NA,0,none,0,8749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
465.1771851,526,M465_R526_6822,CMP1267,29906,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6635,0,0,0,0,337.076,NA,3,59.45830861,NA,NA,NA,NA,NA
465.1929503,588,M465_R588_6823,CMP1709,13559,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11846,0,11516,0,0,0,0,0,0,0,0,0,0,466.2002,NA,2,100,NA,NA,NA,[M-H]-,NA
465.2087405,843,M465_R843_6824,CMP186,12061,none,0,11526,9519,7186,9672,9259,9425,7062,0,20127,0,0,0,0,7556,12733,0,7638,7954,8908,13047,8845,0,8596,9612,7007,12111,8664,10392,13918,0,9689,5830,0,0,8224,10273,0,11950,0,0,9463,764.4782,1.34,9,35.70150611,NA,NA,NA,NA,NA
465.2134265,585,M465_R585_6825,CMP1179,11779,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9066,441.2796,17.46,3,65.63540006,NA,NA,NA,NA,NA
465.247757,477,M465_R477_6826,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7427,NA,NA,NA,NA,NA,NA,NA,NA,NA
465.2535008,748,M465_R748_6827,NA,0,none,13341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
465.2526527,832,M465_R832_6828,CMP2214,4425,none,6668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.2762,NA,2,99.52483044,NA,NA,NA,NA,NA
465.2686277,874,M465_R874_6829,NA,0,none,8149,0,7067,9745,11541,0,0,0,0,0,0,0,0,0,0,5902,0,0,0,0,6814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
465.269989,417,M465_R417_6830,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5986,0,0,0,0,0,8223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
465.2869072,711,M465_R711_6831,CMP296,11061,none,6634,0,0,0,0,0,0,0,0,6457,0,0,0,0,0,0,16759,12743,12298,11177,0,0,0,0,0,0,0,0,0,9248,0,0,0,0,0,0,0,0,0,0,0,0,420.5393,NA,7,47.00939929,NA,NA,NA,NA,NA
465.2823971,1020,M465_R1020_6832,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99891,210955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
465.2852711,538,M465_R538_6833,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11293,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
465.3047485,1021,M465_R1021_6834,NA,0,none,1396944,972919,7842,491883,605366,151051,1483910,702085,147470,297136,132490,572360,1206836,1192870,1362549,645891,38818,621006,502222,438384,522398,129452,8640,0,40985,46477,50139,676397,105004,406664,50048,95249,13606,30681,549066,524629,779604,473519,66046,1450583,35269,477800,NA,NA,NA,NA,NA,NA,NA,NA,NA
