mz,intensity,rt,group
417.2136,19297372,440,M417_R440_5161
417.214,46329,901,M417_R901_5162
417.23,321779,548,M417_R548_5163
417.2406,502137,1167,M417_R1167_5164
417.2565,143685,826,M417_R826_5165
417.2392,12937,983,M417_R983_5166
417.2495,129983,544,M417_R544_5167
417.2661,3016830,773,M417_R773_5168
417.2862,110761,805,M417_R805_5169
417.3013,784851,664,M417_R664_5170
417.3024,50735,1021,M417_R1021_5171
417.3224,194744,885,M417_R885_5172
417.3228,272086,601,M417_R601_5173
417.3287,88801,1117,M417_R1117_5174
417.3281,19279,998,M417_R998_5175
417.3356,27272,825,M417_R825_5176
417.3781,713936,418,M417_R418_5177
417.3779,45435,1001,M417_R1001_5178
417.4302,11509,753,M417_R753_5179
417.533,198479,421,M418_R421_5180
418.0853,16670,457,M418_R457_5182
418.0924,12306,742,M418_R742_5183
418.1807,22273,546,M418_R546_5184
418.2169,6487460,427,M418_R427_5185
418.2428,53414,1147,M418_R1147_5187
418.2321,11477,544,M418_R544_5188
418.2689,583565,771,M418_R771_5189
418.2974,132141,863,M418_R863_5190
418.3053,88813,666,M418_R666_5191
418.3056,28630,1068,M418_R1068_5192
418.974,144573,655,M419_R655_5196
419.0628,66948,343,M419_R343_5198
419.0665,10039,539,M419_R539_5200
419.1013,32745,421,M419_R421_5202
419.1352,369519,377,M419_R377_5206
419.1565,10915,317,M419_R317_5208
419.151,11711,558,M419_R558_5209
419.172,42438,598,M419_R598_5210
419.1929,17330,302,M419_R302_5212
419.1933,51480,476,M419_R476_5214
419.2075,16079,901,M419_R901_5215
419.219,772816,418,M419_R418_5217
419.2457,181645,880,M419_R880_5218
419.2451,11778,782,M419_R782_5219
419.2446,130067,610,M419_R610_5221
419.2649,83725,599,M419_R599_5222
419.272,31116,771,M419_R771_5224
419.281,35068059,719,M419_R719_5225
419.3027,721548,979,M419_R979_5226
419.3013,760720,751,M419_R751_5227
419.3174,9132896,961,M419_R961_5228
419.3172,121782,583,M419_R583_5229
419.3204,231729,1050,M419_R1050_5230
419.4461,936988,717,M419_R717_5231
419.4476,117675,714,M419_R714_5232
419.5942,65959,713,M420_R713_5233
419.6009,170227,729,M420_R729_5234
419.749,23150,713,M420_R713_5235
420.2681,10964,611,M420_R611_5241
420.2843,10795367,718,M420_R718_5242
420.3057,59319,945,M420_R945_5243
420.3208,1854362,963,M420_R963_5245
420.4494,113229,714,M420_R714_5246
420.6053,12318,713,M421_R713_5247
420.921,110208,634,M421_R634_5248
421.1061,44069,907,M421_R907_5251
421.136,33182,847,M421_R847_5253
421.1514,10559,521,M421_R521_5254
421.15,25503,355,M421_R355_5255
421.1829,183532,813,M421_R813_5256
421.1875,1828146,478,M421_R478_5257
421.201,141453,650,M421_R650_5258
421.2281,83516287,766,M421_R766_5260
421.2177,31110,968,M421_R968_5261
421.2631,51366,953,M421_R953_5265
421.2591,12804,488,M421_R488_5266
421.2602,39798,673,M421_R673_5268
421.2808,153497,524,M421_R524_5269
421.2949,3198641,841,M421_R841_5270
421.2869,1175867,716,M421_R716_5271
421.2985,11565,809,M421_R809_5272
421.3321,222808,945,M421_R945_5273
421.353,11255,439,M421_R439_5274
421.3698,50958,1124,M421_R1124_5275
421.3931,3408216,765,M421_R765_5277
421.5472,1162357,766,M422_R766_5278
421.6975,201066,765,M422_R765_5279
422.0791,13668,657,M422_R657_5280
422.1903,260799,472,M422_R472_5282
422.2198,61018,814,M422_R814_5284
422.2304,28046804,766,M422_R766_5285
422.2852,530408,796,M422_R796_5287
422.3001,401427,861,M422_R861_5288
422.3282,1498959,923,M422_R923_5289
422.3952,273271,765,M422_R765_5291
422.5523,44788,765,M423_R765_5293
422.9188,160701,634,M423_R634_5294
423.0494,264169,659,M423_R659_5298
423.0773,793362,723,M423_R723_5299
423.1298,34092,329,M423_R329_5302
423.1668,632279,483,M423_R483_5304
423.1666,928083,377,M423_R377_5305
423.1828,100951,566,M423_R566_5306
423.1948,14103,438,M423_R438_5307
423.2042,32601,622,M423_R622_5308
423.2272,7864769,765,M423_R765_5310
423.2423,42627,621,M423_R621_5311
423.2602,579638,387,M423_R387_5313
423.2996,53520,890,M423_R890_5316
423.3307,311377,914,M423_R914_5319
423.3328,13683,380,M423_R380_5320
423.3481,90436,933,M423_R933_5321
423.3485,54415,1116,M423_R1116_5322
423.385,1889203,1138,M423_R1138_5323
424.0531,13793,650,M424_R650_5327
424.0804,29263,723,M424_R723_5328
424.1701,200615,406,M424_R406_5329
424.2296,928401,766,M424_R766_5331
424.2639,39492,404,M424_R404_5332
424.3438,581062,1030,M424_R1030_5337
424.3797,139001,1084,M424_R1084_5341
424.388,440932,1138,M424_R1138_5342
424.9156,63813,634,M425_R634_5343
425.0471,26579,666,M425_R666_5346
425.0889,45687,552,M425_R552_5347
425.1052,10205,767,M425_R767_5348
425.1246,6951321,605,M425_R605_5350
425.1261,674919,972,M425_R972_5351
425.172,13341,384,M425_R384_5353
425.1857,25835,703,M425_R703_5354
425.1772,13159,481,M425_R481_5355
425.198,9484881,620,M425_R620_5356
425.1977,19383,799,M425_R799_5357
425.2221,70257,600,M425_R600_5358
425.2541,12523,584,M425_R584_5360
425.2591,80838456,850,M425_R850_5361
425.2817,299380,863,M425_R863_5362
425.2912,133190,664,M425_R664_5363
425.3272,67014,725,M425_R725_5365
425.328,573244,891,M425_R891_5366
425.3299,180316,1017,M425_R1017_5367
425.3389,132878,607,M425_R607_5368
425.3643,863023,1117,M425_R1117_5370
425.3636,44417,629,M425_R629_5371
425.3765,70640,1138,M425_R1138_5372
425.3991,88336,1128,M425_R1128_5373
425.4251,2721533,849,M425_R849_5374
425.446,36400,669,M425_R669_5376
425.5298,25388,1021,M426_R1021_5377
425.5709,79112,849,M426_R849_5378
425.5797,965749,849,M426_R849_5379
425.7299,70886,805,M426_R805_5380
426.1281,1889249,604,M426_R604_5381
426.1293,126754,971,M426_R971_5382
426.2011,1833730,621,M426_R621_5383
426.2154,16697,463,M426_R463_5385
426.2336,13157,665,M426_R665_5386
426.2618,23435826,850,M426_R850_5387
426.2845,40114,894,M426_R894_5388
426.2879,46769,669,M426_R669_5389
426.3237,195126,918,M426_R918_5391
426.3219,34947,624,M426_R624_5392
426.3317,10464,1033,M426_R1033_5393
426.3242,24772,771,M426_R771_5394
426.3317,100427,891,M426_R891_5395
426.368,173597,1121,M426_R1121_5398
426.426,135211,848,M426_R848_5401
426.5853,11004,849,M427_R849_5402
426.8775,56078,754,M427_R754_5403
426.9248,37008,868,M427_R868_5404
426.9232,56701,50,M427_R50_5405
426.969,354484,560,M427_R560_5406
427.0935,63865,713,M427_R713_5409
427.1301,150970,617,M427_R617_5410
427.1407,14459,566,M427_R566_5413
427.1772,81262,643,M427_R643_5415
427.2053,194348,623,M427_R623_5416
427.2007,13337,477,M427_R477_5417
427.238,1195279,718,M427_R718_5418
427.2387,13104,515,M427_R515_5419
427.2587,6359669,849,M427_R849_5421
427.2893,585020,765,M427_R765_5423
427.3069,4527248,808,M427_R808_5424
427.3179,19815,1072,M427_R1072_5425
427.3281,68639,922,M427_R922_5426
427.3442,209407,1131,M427_R1131_5428
427.3422,174093,751,M427_R751_5429
427.3434,445989,1017,M427_R1017_5430
427.3631,52549,1020,M427_R1020_5432
427.3797,33664,1183,M427_R1183_5433
427.4738,85147,805,M427_R805_5434
427.6309,21864,797,M428_R797_5435
428.1325,11299,669,M428_R669_5440
428.1718,11237,729,M428_R729_5442
428.2407,141970,710,M428_R710_5443
428.2608,715603,849,M428_R849_5444
428.2911,110952,765,M428_R765_5445
428.3033,10458,548,M428_R548_5446
428.3104,871991,807,M428_R807_5447
428.3354,10844,1063,M428_R1063_5448
428.3468,26099,1028,M428_R1028_5449
428.3476,37242,751,M428_R751_5451
428.8746,312767,753,M429_R753_5452
429.0474,11743,488,M429_R488_5454
429.0522,40140,579,M429_R579_5455
429.1196,735214,474,M429_R474_5457
429.1176,20978,669,M429_R669_5458
429.1559,26833,579,M429_R579_5459
429.1918,76229,620,M429_R620_5460
429.2076,1031172,631,M429_R631_5462
429.2136,1499495,460,M429_R460_5463
429.236,32729,701,M429_R701_5464
429.2499,295050,552,M429_R552_5465
429.251,309551,739,M429_R739_5466
429.2726,47902,915,M429_R915_5468
429.2863,128158,657,M429_R657_5469
429.287,3355298,851,M429_R851_5470
429.304,85242,1021,M429_R1021_5471
429.3015,1237216,726,M429_R726_5472
429.3228,441948,997,M429_R997_5473
429.3235,163658,1161,M429_R1161_5474
429.333,4852107,908,M429_R908_5475
429.3402,33685,1123,M429_R1123_5476
429.3584,101119,1104,M429_R1104_5477
429.3696,208622,954,M429_R954_5478
429.4532,193591,889,M429_R889_5479
429.6092,19218,891,M430_R891_5480
430.1237,125708,474,M430_R474_5482
430.1529,61517,850,M430_R850_5483
430.1701,68992,816,M430_R816_5484
430.2113,73620,642,M430_R642_5486
430.217,139201,457,M430_R457_5487
430.2452,898050,445,M430_R445_5488
430.2536,14852,548,M430_R548_5489
430.2904,1134510,851,M430_R851_5492
430.3257,21253,1000,M430_R1000_5493
430.3273,30591,899,M430_R899_5494
430.336,709547,900,M430_R900_5497
430.3722,22394,955,M430_R955_5499
430.8714,198710,753,M431_R753_5501
430.9746,14454,615,M431_R615_5502
431.0986,383271,349,M431_R349_5504
431.0987,286761,469,M431_R469_5505
431.0989,21272,747,M431_R747_5506
431.1252,15834,470,M431_R470_5507
431.1351,12783,830,M431_R830_5508
431.1413,166823,49,M431_R49_5509
431.135,299168,439,M431_R439_5510
431.1713,28587,653,M431_R653_5512
431.2117,289323,713,M431_R713_5515
431.209,33789,518,M431_R518_5516
431.2292,1540765,969,M431_R969_5518
431.2302,54396361,458,M431_R458_5519
431.2293,238121,564,M431_R564_5520
431.2447,1502947,690,M431_R690_5521
431.2651,206557,552,M431_R552_5522
431.2811,994100,790,M431_R790_5524
431.2959,234304,888,M431_R888_5525
431.2799,68870,661,M431_R661_5526
431.2966,15548,1021,M431_R1021_5527
431.3163,550475,882,M431_R882_5528
431.3168,54219,1027,M431_R1027_5529
431.3189,349611,928,M431_R928_5531
431.3377,247884,636,M431_R636_5532
431.3386,41592,858,M431_R858_5533
431.3973,2356791,455,M431_R455_5534
431.5467,158527,466,M432_R466_5535
431.5535,689680,455,M432_R455_5536
431.7043,133563,458,M432_R458_5537
431.8601,247464,828,M432_R828_5538
432.1022,47031,473,M432_R473_5539
432.1019,31384,340,M432_R340_5540
432.1375,54425,439,M432_R439_5541
432.1788,42775,645,M432_R645_5542
432.2155,33139,746,M432_R746_5543
432.2249,65002,566,M432_R566_5544
432.2328,343940,984,M432_R984_5545
432.2324,19445102,465,M432_R465_5546
432.2486,180040,690,M432_R690_5547
432.2848,144856,790,M432_R790_5549
432.3134,426797,1052,M432_R1052_5550
432.3032,11780,853,M432_R853_5551
432.3203,212489,910,M432_R910_5552
432.3416,39246,638,M432_R638_5553
432.3987,243001,456,M432_R456_5554
432.559,11148,470,M433_R470_5555
432.8686,36247,754,M433_R754_5556
433.1138,54211,353,M433_R353_5561
433.1268,42943,611,M433_R611_5562
433.167,286898,602,M433_R602_5564
433.2349,2670648,458,M433_R458_5570
433.2198,46527,933,M433_R933_5571
433.2454,18744,278,M433_R278_5572
433.2604,2334125,649,M433_R649_5573
433.2608,154508,843,M433_R843_5574
433.2821,291494,766,M433_R766_5575
433.3243,132791,1050,M433_R1050_5578
433.3171,61542,801,M433_R801_5579
433.3198,49061,283,M433_R283_5580
433.3334,24451335,1019,M433_R1019_5581
433.3323,1577594,871,M433_R871_5582
433.5011,1148092,998,M434_R998_5583
433.6583,291290,1001,M434_R1001_5584
433.8572,492517,828,M434_R828_5586
434.048,14281,1112,M434_R1112_5587
434.1615,86839,673,M434_R673_5589
434.1639,55359,573,M434_R573_5590
434.2375,151615,454,M434_R454_5591
434.2637,466178,648,M434_R648_5592
434.3012,50641,785,M434_R785_5596
434.3364,14047496,993,M434_R993_5597
434.5029,66732,1000,M435_R1000_5599
434.932,6922166,752,M435_R752_5601
434.9801,12540,1003,M435_R1003_5605
435.0847,17449,829,M435_R829_5607
435.0995,152925,757,M435_R757_5608
435.1306,57633,389,M435_R389_5610
435.1666,481714,516,M435_R516_5611
435.1656,37729,654,M435_R654_5612
435.1819,11782,623,M435_R623_5613
435.2075,177740,639,M435_R639_5615
435.2428,15755,885,M435_R885_5617
435.2575,35599,757,M435_R757_5618
435.2755,997359,559,M435_R559_5619
435.2757,727395,665,M435_R665_5620
435.28,56564,990,M435_R990_5621
435.2952,196874,718,M435_R718_5622
435.3119,2429278,844,M435_R844_5623
435.3127,148835,1059,M435_R1059_5624
435.3392,1558383,999,M435_R999_5626
435.8541,284771,828,M436_R828_5630
435.9343,776378,750,M436_R750_5631
436.1701,25324,517,M436_R517_5634
436.2785,69458,571,M436_R571_5635
436.2793,116758,661,M436_R661_5636
436.2819,11547,773,M436_R773_5637
436.3156,466442,850,M436_R850_5638
436.3193,10257,851,M436_R851_5640
436.3422,20630,1000,M436_R1000_5641
436.9289,5133757,753,M437_R753_5643
436.9537,50142,1041,M437_R1041_5644
437.0973,96384,757,M437_R757_5649
437.1319,22142,812,M437_R812_5650
437.1584,115461,723,M437_R723_5652
437.164,27344,625,M437_R625_5653
437.1776,446694,745,M437_R745_5654
437.1827,34018,521,M437_R521_5655
437.2223,284919,672,M437_R672_5656
437.24,101795,377,M437_R377_5657
437.2762,2815949,432,M437_R432_5660
437.2684,100406,976,M437_R976_5661
437.2915,78864,698,M437_R698_5663
437.2961,99902,1000,M437_R1000_5664
437.3269,102228,995,M437_R995_5667
437.3279,40381,824,M437_R824_5668
437.3641,59184,959,M437_R959_5670
437.3643,148416,1049,M437_R1049_5671
437.4004,43706,1168,M437_R1168_5672
437.8511,59975,829,M438_R829_5675
437.9315,466216,757,M438_R757_5676
438.2336,17598,863,M438_R863_5679
438.2628,50097,931,M438_R931_5680
438.2791,474957,439,M438_R439_5681
438.3237,12552,796,M438_R796_5685
438.3324,15995,996,M438_R996_5686
438.3609,98972,1075,M438_R1075_5687
438.3953,440739,1117,M438_R1117_5689
438.9261,726503,757,M439_R757_5693
438.9512,48480,1028,M439_R1028_5694
438.9826,31241,772,M439_R772_5696
439.0566,88415,636,M439_R636_5697
439.1083,497255,593,M439_R593_5698
439.1262,14863,769,M439_R769_5699
439.1416,65913,1011,M439_R1011_5700
439.14,32517,484,M439_R484_5701
439.1419,585708,728,M439_R728_5702
439.1535,28622,606,M439_R606_5703
439.1611,16305,350,M439_R350_5704
439.1956,50675,419,M439_R419_5705
439.2131,21743,597,M439_R597_5706
439.2381,190378,818,M439_R818_5708
439.2552,68103,324,M439_R324_5709
439.2557,25519,644,M439_R644_5710
439.2743,4020940,891,M439_R891_5711
439.2702,54026,630,M439_R630_5712
439.283,26289,447,M439_R447_5713
439.284,28737,954,M439_R954_5715
439.3439,398999,1022,M439_R1022_5719
439.3432,93428,810,M439_R810_5720
439.3547,1324104,708,M439_R708_5721
439.3603,163024,1069,M439_R1069_5722
439.3802,385286,1143,M439_R1143_5723
439.3846,369034,876,M439_R876_5724
439.3947,75580,1116,M439_R1116_5725
439.4141,15496,1128,M439_R1128_5726
439.9291,54421,757,M440_R757_5729
440.1116,102896,626,M440_R626_5731
440.1456,14652,1012,M440_R1012_5733
440.2775,576762,894,M440_R894_5736
440.3141,920931,961,M440_R961_5738
440.328,11972,964,M440_R964_5740
440.3392,38106,904,M440_R904_5741
440.3388,11225,737,M440_R737_5742
440.3471,51575,1039,M440_R1039_5743
440.3581,197700,710,M440_R710_5744
440.3832,137694,1145,M440_R1145_5745
440.3751,165705,1053,M440_R1053_5746
440.3837,79387,880,M440_R880_5747
440.8803,85127,601,M441_R601_5748
440.9483,10711,1027,M441_R1027_5751
440.9806,72778,769,M441_R769_5752
441.1198,1715686,565,M441_R565_5754
441.1209,1432093,941,M441_R941_5755
441.1612,87270,455,M441_R455_5758
441.1926,3268339,567,M441_R567_5760
441.2544,86400621,774,M441_R774_5762
441.2538,151518,623,M441_R623_5763
441.2758,79137,884,M441_R884_5764
441.2865,165725,630,M441_R630_5765
441.2908,27961,941,M441_R941_5767
441.3163,78093,944,M441_R944_5768
441.3225,1428956,859,M441_R859_5769
441.3212,71395,659,M441_R659_5770
441.3374,23884,1076,M441_R1076_5771
441.3578,190286,804,M441_R804_5774
441.3587,457138,1038,M441_R1038_5775
441.4235,3713692,775,M441_R775_5778
441.4466,31821,545,M441_R545_5779
441.5803,1233338,775,M442_R775_5780
441.7341,219837,753,M442_R753_5781
442.1234,326036,576,M442_R576_5784
442.1245,352804,941,M442_R941_5785
442.1957,827177,584,M442_R584_5786
442.2561,30879982,775,M442_R775_5788
442.2934,35859,900,M442_R900_5790
442.2934,15825,545,M442_R545_5791
442.3271,1044130,879,M442_R879_5794
442.362,89514,1054,M442_R1054_5795
442.3622,41570,804,M442_R804_5796
442.4262,511796,775,M442_R775_5797
442.5832,31996,728,M443_R728_5798
442.8774,207458,615,M443_R615_5799
442.8825,11261,1016,M443_R1016_5800
443.1276,35356,941,M443_R941_5804
443.1354,177006,526,M443_R526_5805
443.1721,53342,592,M443_R592_5806
443.1989,2088775,678,M443_R678_5808
443.224,110516,595,M443_R595_5809
443.2297,24043,495,M443_R495_5810
443.2538,9236632,776,M443_R776_5811
443.2662,446404,609,M443_R609_5812
443.2796,83951,567,M443_R567_5815
443.302,4196248,885,M443_R885_5816
443.3013,211107,685,M443_R685_5817
443.3143,401529,972,M443_R972_5818
443.318,36796,798,M443_R798_5819
443.3389,1695797,1033,M443_R1033_5820
443.3353,129566,864,M443_R864_5821
443.3497,3952161,1026,M443_R1026_5822
443.3489,10756,827,M443_R827_5823
443.4714,102862,959,M443_R959_5824
443.8807,16755,601,M444_R601_5825
444.0035,10729,566,M444_R566_5826
444.077,18764,992,M444_R992_5827
444.1298,10762,545,M444_R545_5828
444.139,20266,518,M444_R518_5829
444.1877,17152,274,M444_R274_5831
444.201,403354,678,M444_R678_5832
444.2559,1061405,775,M444_R775_5833
444.269,12140,632,M444_R632_5835
444.3056,868546,894,M444_R894_5836
444.3078,156493,925,M444_R925_5837
444.3518,720571,1025,M444_R1025_5840
444.8745,151823,615,M445_R615_5842
445.1667,317008,543,M445_R543_5846
445.1871,29498,685,M445_R685_5847
445.1908,71958,690,M445_R690_5848
445.2088,290603,360,M445_R360_5849
445.2091,48082,484,M445_R484_5850
445.2446,2240583,531,M445_R531_5852
445.283,19063,656,M445_R656_5855
445.2965,3557401,669,M445_R669_5856
445.3072,57400,959,M445_R959_5857
445.3141,1607861,922,M445_R922_5858
445.3324,541818,598,M445_R598_5859
445.3342,40429,1044,M445_R1044_5860
445.3649,45151,912,M445_R912_5862
445.878,12682,601,M446_R601_5864
446.1699,63364,555,M446_R555_5865
446.2128,14288,359,M446_R359_5866
446.2403,32319,611,M446_R611_5867
446.2479,928021,487,M446_R487_5868
446.2997,721305,669,M446_R669_5869
446.321,209154,922,M446_R922_5870
446.3366,92070,608,M446_R608_5871
446.3492,392126,939,M446_R939_5872
446.8319,45659,708,M447_R708_5874
446.8717,51788,601,M447_R601_5875
446.9681,125931,678,M447_R678_5876
447,130776,1030,M447_R1030_5877
447.0231,556575,735,M447_R735_5878
447.0832,595488,832,M447_R832_5879
447.0944,80743,321,M447_R321_5880
447.1294,112780,370,M447_R370_5882
447.1654,61546,551,M447_R551_5884
447.1934,260699,592,M447_R592_5885
447.2041,90972,672,M447_R672_5886
447.2239,83248,367,M447_R367_5887
447.2395,1537407,592,M447_R592_5888
447.2505,28242,495,M447_R495_5889
447.2776,23538,827,M447_R827_5890
447.2974,1493996,978,M447_R978_5891
447.3032,22097,670,M447_R670_5892
447.3124,243842,806,M447_R806_5893
447.3127,456094,920,M447_R920_5894
447.3118,110912,713,M447_R713_5895
447.3351,129955,1102,M447_R1102_5896
447.3477,718370,1037,M447_R1037_5897
447.4686,38696,990,M447_R990_5899
447.6289,11111,990,M448_R990_5900
448.0252,86312,735,M448_R735_5901
448.0875,47793,834,M448_R834_5902
448.1338,19192,383,M448_R383_5903
448.1693,11945,551,M448_R551_5904
448.1978,43741,625,M448_R625_5905
448.2429,248846,588,M448_R588_5907
448.3009,330696,978,M448_R978_5908
448.3255,112522,923,M448_R923_5911
448.3268,49747,842,M448_R842_5912
448.3469,11554,1037,M448_R1037_5913
448.343,10996,1103,M448_R1103_5914
448.352,370221,1055,M448_R1055_5915
448.8295,35176,708,M449_R708_5916
448.9334,86942,651,M449_R651_5918
448.9965,389357,1031,M449_R1031_5919
449.0222,50879,813,M449_R813_5920
449.0812,85818,834,M449_R834_5921
449.1415,15720,586,M449_R586_5922
449.1638,118944,1145,M449_R1145_5923
449.168,99505,931,M449_R931_5924
449.2031,1367488,360,M449_R360_5925
449.2184,57118,523,M449_R523_5926
449.2544,54979,590,M449_R590_5928
449.2605,56079,699,M449_R699_5929
449.2576,199336,808,M449_R808_5930
449.2749,51928,552,M449_R552_5931
449.2956,733033,1021,M449_R1021_5933
449.2916,471952,726,M449_R726_5934
449.313,713126,953,M449_R953_5935
449.3126,52494,704,M449_R704_5936
449.3277,3171876,854,M449_R854_5937
449.3276,169900,654,M449_R654_5938
449.3628,64172,1056,M449_R1056_5939
449.4981,68814,967,M449_R967_5940
449.9221,98850,785,M450_R785_5941
449.9999,10305,1031,M450_R1031_5943
450.0689,24585,831,M450_R831_5944
450.0768,1455004,516,M450_R516_5945
450.2073,112520,353,M450_R353_5946
450.2612,31673,804,M450_R804_5951
450.2946,78284,710,M450_R710_5953
450.3151,97861,955,M450_R955_5954
450.3313,1108814,854,M450_R854_5955
450.3315,1803751,968,M450_R968_5956
450.3594,574490,1050,M450_R1050_5957
450.9273,1504630,799,M451_R799_5958
450.976,13145,1071,M451_R1071_5959
450.9832,19890,686,M451_R686_5960
450.9936,292755,1031,M451_R1031_5961
451.0014,23565,746,M451_R746_5962
451.0199,53230,814,M451_R814_5963
451.0799,237481,491,M451_R491_5964
451.1256,28824,369,M451_R369_5965
451.1988,13506,568,M451_R568_5969
451.2554,1481386,409,M451_R409_5971
451.2705,33569,604,M451_R604_5972
451.2743,137614,687,M451_R687_5973
451.2915,258982,482,M451_R482_5976
451.3071,781474,734,M451_R734_5978
451.3298,7111612,304,M451_R304_5981
451.3329,388594,972,M451_R972_5982
451.3423,97181,856,M451_R856_5983
451.3416,28897,1044,M451_R1044_5984
451.3438,54787,957,M451_R957_5985
451.3558,11662,671,M451_R671_5986
451.3805,737387,1080,M451_R1080_5987
451.5013,261217,284,M452_R284_5989
451.6597,61684,284,M452_R284_5990
451.816,21160,283,M452_R283_5991
451.9198,404841,782,M452_R782_5992
452.0775,52824,514,M452_R514_5995
452.2588,110295,421,M452_R421_5996
452.3108,136170,736,M452_R736_5999
452.3323,2449594,295,M452_R295_6000
452.3755,316794,1117,M452_R1117_6003
452.382,171741,1079,M452_R1079_6004
452.4116,314659,1145,M452_R1145_6005
452.5056,41089,284,M453_R284_6006
452.9241,966365,801,M453_R801_6007
452.9907,85716,1031,M453_R1031_6008
452.9985,23105,746,M453_R746_6009
453.1575,333970,785,M453_R785_6014
453.1775,32094,388,M453_R388_6015
453.1926,16096,603,M453_R603_6016
453.211,274720,458,M453_R458_6017
453.2087,22985,758,M453_R758_6018
453.2284,11135,745,M453_R745_6020
453.2649,10589,876,M453_R876_6022
453.2712,207994,366,M453_R366_6023
453.2894,16054304,939,M453_R939_6025
453.2862,229536,651,M453_R651_6026
453.3226,22468,887,M453_R887_6029
453.3348,334757,289,M453_R289_6030
453.333,46604,661,M453_R661_6031
453.3384,3979512,998,M453_R998_6032
453.357,36380,895,M453_R895_6033
453.3606,285919,1077,M453_R1077_6034
453.3957,1001215,901,M453_R901_6036
453.3958,274640,1132,M453_R1132_6037
453.4104,34298,1145,M453_R1145_6038
453.4616,172114,940,M453_R940_6039
453.5673,42417,1097,M454_R1097_6041
453.6227,15990,939,M454_R939_6042
453.9181,146430,785,M454_R785_6044
454.1608,34827,785,M454_R785_6048
454.2651,16491,725,M454_R725_6050
454.293,3059450,938,M454_R938_6051
454.3431,1026606,1006,M454_R1006_6055
454.3544,96277,779,M454_R779_6056
454.3794,65741,1077,M454_R1077_6058
454.3946,340585,1081,M454_R1081_6059
454.3991,175167,917,M454_R917_6060
454.9211,104366,801,M455_R801_6061
455.1024,196551,50,M455_R50_6066
455.1153,118711,483,M455_R483_6067
455.1353,1898775,622,M455_R622_6068
455.1367,69280,994,M455_R994_6069
455.172,2354145,679,M455_R679_6071
455.2307,12657,508,M455_R508_6073
455.2337,458213,736,M455_R736_6074
455.2687,5469426,822,M455_R822_6076
455.2893,500754,929,M455_R929_6077
455.3017,158286,665,M455_R665_6078
455.3173,1658648,766,M455_R766_6079
455.3387,1015734,899,M455_R899_6081
455.3382,36224,703,M455_R703_6082
455.3534,15739678,940,M455_R940_6083
455.3594,229528,1084,M455_R1084_6084
455.374,425403,1071,M455_R1071_6085
455.3948,81730,1096,M455_R1096_6086
455.4026,11321,902,M455_R902_6088
455.4415,38049,833,M455_R833_6089
455.4683,14568,589,M455_R589_6090
455.5266,538875,941,M456_R941_6091
455.6853,88467,944,M456_R944_6093
456.1122,12888,482,M456_R482_6098
456.1372,24172,599,M456_R599_6099
456.1388,727339,617,M456_R617_6100
456.1752,414332,680,M456_R680_6101
456.2725,866228,823,M456_R823_6103
456.2875,13511,926,M456_R926_6104
456.3067,11559,929,M456_R929_6105
456.3209,359056,766,M456_R766_6106
456.3424,467022,895,M456_R895_6107
456.3569,6145208,940,M456_R940_6108
456.3771,33343,1059,M456_R1059_6110
456.5292,54281,943,M457_R943_6112
456.9248,12268,990,M457_R990_6114
457.1146,1063044,506,M457_R506_6118
457.1186,15541,741,M457_R741_6119
457.1415,81361,620,M457_R620_6120
457.1766,84099,683,M457_R683_6121
457.1866,11710,408,M457_R408_6122
457.188,26831,515,M457_R515_6123
457.2267,72190,1130,M457_R1130_6124
457.2488,260032,690,M457_R690_6125
457.2456,34052,542,M457_R542_6126
457.2772,621421,814,M457_R814_6130
457.2824,126957,652,M457_R652_6131
457.2877,26356,507,M457_R507_6132
457.3179,8291594,947,M457_R947_6134
457.3183,135335,722,M457_R722_6135
457.3322,13056918,703,M457_R703_6136
457.3333,222122,800,M457_R800_6137
457.3533,117327,1068,M457_R1068_6138
457.3644,2620397,987,M457_R987_6139
457.4909,817587,994,M457_R994_6140
457.5046,240153,702,M458_R702_6141
457.6515,210422,996,M458_R996_6142
457.8088,10833,998,M458_R998_6144
458.1175,17467,518,M458_R518_6146
458.1196,218427,507,M458_R507_6147
458.2301,18917,1130,M458_R1130_6149
458.2406,80024,502,M458_R502_6150
458.2524,17566,698,M458_R698_6151
458.2841,84514,799,M458_R799_6153
458.3216,2118907,954,M458_R954_6154
458.3219,12413,713,M458_R713_6155
458.3365,3460602,703,M458_R703_6156
458.3464,42250,986,M458_R986_6157
458.3506,968706,1008,M458_R1008_6158
458.3696,567875,1032,M458_R1032_6159
458.4944,57541,997,M458_R997_6162
459.0696,4611396,576,M459_R576_6167
459.0873,594431,1035,M459_R1035_6168
459.1311,31870,537,M459_R537_6170
459.1721,24161,587,M459_R587_6171
459.1868,11579,359,M459_R359_6172
459.2249,540005,508,M459_R508_6174
459.231,50672,717,M459_R717_6175
459.2458,26981,268,M459_R268_6176
459.242,22598,578,M459_R578_6177
459.2606,11921560,547,M459_R547_6178
459.2598,18939,1039,M459_R1039_6179
459.2713,19742,610,M459_R610_6180
459.2955,29520,908,M459_R908_6182
459.3112,457963,617,M459_R617_6184
459.3101,158693,849,M459_R849_6185
459.327,406692,957,M459_R957_6186
459.3398,411504,703,M459_R703_6187
459.3507,132319,1038,M459_R1038_6188
459.3685,357483,1021,M459_R1021_6189
459.3847,96041,870,M459_R870_6190
