mz,intensity,rt,group
349.1247,856255,666,M349_R666_3497
349.1409,13496,724,M349_R724_3499
349.1662,20997,330,M349_R330_3500
349.1694,72194,546,M349_R546_3501
349.1867,279713,341,M349_R341_3502
349.2021,1351981,471,M349_R471_3503
349.2056,1356514,782,M349_R782_3504
349.2221,1209815,412,M349_R412_3505
349.2152,25774,733,M349_R733_3506
349.2096,23066,585,M349_R585_3507
349.2371,13021,664,M349_R664_3508
349.2375,543252,795,M349_R795_3509
349.2424,2711382,1147,M349_R1147_3510
349.2425,22274875,944,M349_R944_3511
349.2385,1343744,668,M349_R668_3512
349.2389,2179972,799,M349_R799_3513
349.2753,4688219,966,M349_R966_3514
349.2779,13881,1041,M349_R1041_3515
349.353,12818,494,M349_R494_3516
349.3559,12760,785,M349_R785_3517
349.3934,1984506,932,M349_R932_3518
349.3922,34157,1149,M349_R1149_3520
349.5266,199275,933,M350_R933_3521
349.5337,608381,933,M350_R933_3523
349.6692,104481,933,M350_R933_3525
350.1039,178318,519,M350_R519_3527
350.2055,147403,464,M350_R464_3528
350.2094,118151,786,M350_R786_3529
350.2259,117683,428,M350_R428_3530
350.2453,15042255,936,M350_R936_3531
350.2417,516996,745,M350_R745_3532
350.2455,385790,1146,M350_R1146_3533
350.2713,10149,787,M350_R787_3534
350.2789,888231,965,M350_R965_3535
350.3073,53195,1046,M350_R1046_3536
350.396,322594,933,M350_R933_3537
350.5399,50269,933,M351_R933_3540
350.9892,51528,776,M351_R776_3544
351.0868,19200,469,M351_R469_3546
351.1445,14505,393,M351_R393_3550
351.1606,18760,465,M351_R465_3552
351.1847,645716,562,M351_R562_3553
351.1868,56351,1004,M351_R1004_3554
351.1826,256052,356,M351_R356_3555
351.1852,1009923,789,M351_R789_3556
351.202,25532,287,M351_R287_3557
351.1977,28607,399,M351_R399_3558
351.2176,767631,487,M351_R487_3560
351.2217,2106397,832,M351_R832_3561
351.2419,3974433,932,M351_R932_3562
351.2409,48741,1053,M351_R1053_3563
351.2353,14185,745,M351_R745_3564
351.2414,63227,1146,M351_R1146_3565
351.2546,257197,754,M351_R754_3566
351.2844,29278,967,M351_R967_3567
351.2909,99008,999,M351_R999_3568
351.3639,20017,1135,M351_R1135_3569
351.3721,63033,838,M351_R838_3570
351.3685,14331,393,M351_R393_3571
352.0216,21217,594,M352_R594_3572
352.0769,32578,553,M352_R553_3573
352.1836,39064,382,M352_R382_3574
352.1882,95632,554,M352_R554_3575
352.1891,22228,789,M352_R789_3576
352.2211,166798,459,M352_R459_3578
352.2247,833034,855,M352_R855_3579
352.2432,307597,933,M352_R933_3580
352.2863,10814,805,M352_R805_3583
353.0048,65533,642,M353_R642_3586
353.1608,14768,338,M353_R338_3594
353.1647,36842,671,M353_R671_3595
353.1602,20988,464,M353_R464_3596
353.1814,688578,706,M353_R706_3597
353.1836,37323,997,M353_R997_3598
353.1969,386693,441,M353_R441_3599
353.1858,52013,540,M353_R540_3600
353.2057,74147080,748,M353_R748_3601
353.1981,766225,430,M353_R430_3602
353.2191,113478,855,M353_R855_3603
353.2334,1429439,595,M353_R595_3604
353.2701,458163,864,M353_R864_3605
353.2701,46218,709,M353_R709_3606
353.2697,17038,1098,M353_R1098_3607
353.3068,1352669,1051,M353_R1051_3608
353.3535,7209644,745,M353_R745_3609
353.4869,1156299,719,M353_R719_3611
353.4936,2194931,745,M353_R745_3612
353.5111,32255,840,M354_R840_3613
353.6305,1123853,744,M354_R744_3614
354.1718,24085,915,M354_R915_3615
354.1823,105542,715,M354_R715_3616
354.1932,215253,493,M354_R493_3618
354.204,45479263,745,M354_R745_3619
354.2197,382405,812,M354_R812_3620
354.2374,111571,594,M354_R594_3621
354.2401,43070,382,M354_R382_3622
354.3014,1254062,856,M354_R856_3625
354.31,219430,1081,M354_R1081_3626
354.3561,1456810,744,M354_R744_3627
354.5003,450547,744,M355_R744_3628
355.0057,35567,708,M355_R708_3630
355.0464,5452971,492,M355_R492_3631
355.0999,1072891,439,M355_R439_3632
355.1193,248271,372,M355_R372_3633
355.1191,109545,482,M355_R482_3634
355.1188,46801,632,M355_R632_3635
355.1188,21144,776,M355_R776_3636
355.1443,22733,485,M355_R485_3638
355.1585,640062,1045,M355_R1045_3639
355.1769,143196,360,M355_R360_3640
355.1799,79166,621,M355_R621_3642
355.1996,14745256,744,M355_R744_3644
355.1985,59167,467,M355_R467_3645
355.2122,49203,618,M355_R618_3646
355.216,140992,843,M355_R843_3647
355.2124,19328,453,M355_R453_3648
355.2283,12460,1012,M355_R1012_3653
355.249,190603,635,M355_R635_3655
355.2493,750217,762,M355_R762_3656
355.2859,3009211,1073,M355_R1073_3659
355.2858,15167634,877,M355_R877_3660
355.2858,452859,663,M355_R663_3661
355.3042,259395,840,M355_R840_3662
355.3031,298736,923,M355_R923_3663
355.295,225816,1065,M355_R1065_3664
355.3219,6141929,1029,M355_R1029_3665
355.3521,22916,733,M355_R733_3666
355.438,148681,1094,M355_R1094_3668
355.4375,349276,879,M355_R879_3669
355.4738,41697,1035,M355_R1035_3670
355.5815,73931,879,M356_R879_3671
355.5813,13750,1098,M356_R1098_3672
355.6164,27475,1058,M356_R1058_3673
356.05,761439,487,M356_R487_3675
356.0698,62021,711,M356_R711_3676
356.0902,15272,430,M356_R430_3677
356.1,103487,721,M356_R721_3678
356.103,58511,436,M356_R436_3679
356.1612,36330,1053,M356_R1053_3682
356.2021,1353428,744,M356_R744_3686
356.2084,11796,699,M356_R699_3687
356.2451,184404,616,M356_R616_3690
356.2316,12731,990,M356_R990_3691
356.2529,84284,783,M356_R783_3692
356.2892,1634788,1087,M356_R1087_3695
356.2893,3057614,879,M356_R879_3696
356.2894,79616,664,M356_R664_3697
356.3255,853644,1032,M356_R1032_3699
357.0021,20430,708,M357_R708_3702
357.0551,54431,51,M357_R51_3703
357.0548,55088,495,M357_R495_3704
357.0618,183760,493,M357_R493_3706
357.0806,40669,612,M357_R612_3707
357.0886,63948,907,M357_R907_3708
357.0886,135028,986,M357_R986_3709
357.0989,96534,715,M357_R715_3710
357.0983,40283,405,M357_R405_3711
357.1161,71696,843,M357_R843_3712
357.1347,7384505,486,M357_R486_3714
357.1349,239617,691,M357_R691_3715
357.1569,113151,303,M357_R303_3717
357.1711,49644,677,M357_R677_3718
357.1735,11278,557,M357_R557_3719
357.1925,484746,436,M357_R436_3721
357.2095,66506,635,M357_R635_3722
357.2075,457105,746,M357_R746_3723
357.2285,11628796,609,M357_R609_3724
357.2531,124684,824,M357_R824_3725
357.2392,32855,593,M357_R593_3726
357.257,884025,1068,M357_R1068_3727
357.264,340188,629,M357_R629_3728
357.2867,118175,497,M357_R497_3730
357.2913,98885,1097,M357_R1097_3731
357.2842,121927,879,M357_R879_3732
357.3278,49367,1059,M357_R1059_3733
357.3807,107395,603,M357_R603_3734
357.4114,17922,1055,M357_R1055_3735
357.4322,19121,468,M357_R468_3736
357.9363,38073,747,M358_R747_3737
358.09,11261,907,M358_R907_3738
358.0919,21862,986,M358_R986_3739
358.101,33998,802,M358_R802_3740
358.1385,1498916,494,M358_R494_3742
358.2113,74765,751,M358_R751_3746
358.2322,1757477,603,M358_R603_3747
358.2515,912247,246,M358_R246_3748
358.2617,300297,704,M358_R704_3750
358.2632,20454,815,M358_R815_3751
358.9294,226585,448,M359_R448_3754
358.9371,61028,50,M359_R50_3755
358.9767,1042821,790,M359_R790_3756
359.0555,734765,813,M359_R813_3757
359.0562,52190,888,M359_R888_3758
359.0767,29147,731,M359_R731_3759
359.0775,3947902,517,M359_R517_3760
359.1144,663042,616,M359_R616_3761
359.1139,998369,364,M359_R364_3762
359.1131,73963,850,M359_R850_3763
359.1304,149735,727,M359_R727_3765
359.1505,333829,476,M359_R476_3766
359.1552,27097,267,M359_R267_3767
359.1711,290177,391,M359_R391_3771
359.187,1718214,664,M359_R664_3772
359.2079,2478970,575,M359_R575_3773
359.2342,103351,604,M359_R604_3774
359.2448,2883324,657,M359_R657_3775
359.2546,121959,241,M359_R241_3776
359.2803,511445,818,M359_R818_3778
359.9329,23803,748,M360_R748_3780
359.979,80291,791,M360_R791_3781
360.0508,2496216,775,M360_R775_3782
360.0585,78586,816,M360_R816_3783
360.081,549723,517,M360_R517_3784
360.1147,123454,846,M360_R846_3785
360.1181,127023,374,M360_R374_3787
360.134,37261,716,M360_R716_3789
360.1604,32235,905,M360_R905_3791
360.1827,201651,695,M360_R695_3793
360.1901,193486,666,M360_R666_3794
360.2114,289074,571,M360_R571_3795
360.239,63224,313,M360_R313_3796
360.2471,12232,634,M360_R634_3797
360.2465,29129,828,M360_R828_3798
360.2584,347126,663,M360_R663_3799
360.2756,160825,818,M360_R818_3800
360.9262,221024,448,M361_R448_3801
360.9736,1033256,790,M361_R790_3802
361.0345,35118,480,M361_R480_3803
361.0533,426185,779,M361_R779_3804
361.0563,10170,455,M361_R455_3805
361.1335,4901485,544,M361_R544_3810
361.1513,453335,307,M361_R307_3812
361.1664,186821,468,M361_R468_3813
361.161,41420,662,M361_R662_3814
361.1682,17952,395,M361_R395_3816
361.2021,797603,649,M361_R649_3818
361.2239,70500,554,M361_R554_3819
361.2228,17811,441,M361_R441_3820
361.2394,121300,826,M361_R826_3821
361.2596,285870,690,M361_R690_3822
361.2756,13201,879,M361_R879_3823
361.2858,80161,566,M361_R566_3825
361.3113,40748,942,M361_R942_3826
361.9769,78354,791,M362_R791_3828
362.0221,615118,766,M362_R766_3829
362.0484,552593,773,M362_R773_3830
362.1254,12787,253,M362_R253_3831
362.1401,94457,814,M362_R814_3832
362.1365,665830,537,M362_R537_3833
362.1545,32289,282,M362_R282_3834
362.1492,10010,618,M362_R618_3835
362.1697,44655,409,M362_R409_3836
362.2055,73587,660,M362_R660_3839
362.2185,34765,290,M362_R290_3840
362.2273,11419,554,M362_R554_3841
362.923,12391,447,M363_R447_3844
362.9709,270957,791,M363_R791_3845
362.9695,632917,520,M363_R520_3846
363.0515,41284,775,M363_R775_3848
363.0644,15983,650,M363_R650_3849
363.1125,10629,559,M363_R559_3853
363.1408,196254,708,M363_R708_3854
363.1674,145335,358,M363_R358_3855
363.1817,629969,531,M363_R531_3856
363.1808,99995,359,M363_R359_3857
363.2021,1414617,383,M363_R383_3858
363.1978,12370,677,M363_R677_3859
363.2177,94107,686,M363_R686_3860
363.2219,1011145,844,M363_R844_3861
363.2176,21431,519,M363_R519_3862
363.2393,150232,468,M363_R468_3863
363.2542,248342,810,M363_R810_3864
363.2911,223485,996,M363_R996_3865
364.0196,281595,767,M364_R767_3868
364.0993,14400,550,M364_R550_3869
364.1853,79167,561,M364_R561_3871
364.1842,17875,341,M364_R341_3872
364.2057,74235,385,M364_R385_3873
364.213,100356,643,M364_R643_3874
364.225,125317,844,M364_R844_3875
364.2415,10349,836,M364_R836_3877
364.2502,13660,649,M364_R649_3878
364.3226,55837,1087,M364_R1087_3880
365.0735,11150,666,M365_R666_3881
365.1027,44643,619,M365_R619_3883
365.1645,6929324,599,M365_R599_3885
365.1823,33753,255,M365_R255_3886
365.1967,818930,408,M365_R408_3889
365.1971,367138,565,M365_R565_3890
365.2129,1752913,986,M365_R986_3891
365.2183,156072,322,M365_R322_3892
365.233,437449,646,M365_R646_3893
365.2372,10013,1146,M365_R1146_3894
365.2372,20770982,894,M365_R894_3895
365.2384,20015,1150,M365_R1150_3898
365.2701,222723,810,M365_R810_3899
365.2715,13597,677,M365_R677_3900
365.3067,158872,990,M365_R990_3901
365.3176,119213,624,M365_R624_3902
365.3497,16975,493,M365_R493_3903
365.3658,14837,1006,M365_R1006_3904
365.3914,379688,899,M365_R899_3906
365.4647,11320,580,M365_R580_3907
365.5365,49881,907,M366_R907_3908
366.0929,47272,669,M366_R669_3910
366.1253,67968,924,M366_R924_3911
366.1674,1011230,605,M366_R605_3912
366.2002,157555,502,M366_R502_3913
366.216,552007,1004,M366_R1004_3915
366.24,3420973,897,M366_R897_3917
366.2643,11199,615,M366_R615_3918
366.2658,16133,733,M366_R733_3919
366.2577,10545,1143,M366_R1143_3920
366.2732,10197,821,M366_R821_3921
366.9835,44930,714,M367_R714_3924
367.0826,23230,610,M367_R610_3925
367.1064,21317,52,M367_R52_3926
367.119,302411,656,M367_R656_3927
367.1287,11840,920,M367_R920_3928
367.1586,819520,483,M367_R483_3930
367.1634,342678,591,M367_R591_3931
367.1761,13979,310,M367_R310_3932
367.1802,1687145,710,M367_R710_3933
367.1802,44116,425,M367_R425_3934
367.2127,360280,614,M367_R614_3935
367.2121,264195,521,M367_R521_3936
367.2123,147193,394,M367_R394_3937
367.2168,11163317,788,M367_R788_3938
367.2278,66902,1030,M367_R1030_3939
367.2358,596679,884,M367_R884_3940
367.2415,1086815,1145,M367_R1145_3941
367.2494,218776,672,M367_R672_3942
367.2646,147118,1043,M367_R1043_3943
367.2862,691476,929,M367_R929_3944
367.3224,1242677,1084,M367_R1084_3946
367.3341,165155,942,M367_R942_3947
367.3396,109341,1084,M367_R1084_3948
367.3586,8563867,1055,M367_R1055_3949
367.3708,77782,806,M367_R806_3950
367.5131,424798,1080,M368_R1080_3952
367.516,28815,816,M368_R816_3953
367.6574,139879,1079,M368_R1079_3954
367.7963,14262,1070,M368_R1070_3955
368.0715,1375541,726,M368_R726_3957
368.1222,46511,658,M368_R658_3958
368.1504,16043884,764,M368_R764_3959
368.1617,84363,495,M368_R495_3960
368.1837,98629,709,M368_R709_3961
368.1871,345425,825,M368_R825_3962
368.2163,32743,517,M368_R517_3964
368.2155,18920,433,M368_R433_3965
368.2157,18410,346,M368_R346_3966
368.2202,1632802,796,M368_R796_3967
368.245,78010,1146,M368_R1146_3968
368.2394,22487,907,M368_R907_3969
368.2544,17390,582,M368_R582_3971
368.2486,10613,1144,M368_R1144_3972
368.2684,21733,1037,M368_R1037_3974
368.2827,115097,913,M368_R913_3975
368.3048,269045,721,M368_R721_3977
368.3176,2424515,887,M368_R887_3978
368.3257,294099,1124,M368_R1124_3979
368.3374,22100,924,M368_R924_3981
368.362,4056214,1076,M368_R1076_3982
368.4523,10263,721,M368_R721_3984
368.5173,69150,1092,M369_R1092_3985
368.6613,19417,1079,M369_R1079_3986
368.9768,605503,577,M369_R577_3987
369.0745,158850,726,M369_R726_3988
369.1182,42179,52,M369_R52_3989
369.1538,2755594,764,M369_R764_3991
369.1746,32695,1084,M369_R1084_3993
369.1755,118722,521,M369_R521_3994
369.1958,258665,637,M369_R637_3996
369.1914,1001822,286,M369_R286_3997
369.1906,23104,808,M369_R808_3998
369.1916,35374,413,M369_R413_3999
369.2155,433835,797,M369_R797_4000
369.2289,243891,651,M369_R651_4002
369.2406,11444,1175,M369_R1175_4004
369.2456,15182,735,M369_R735_4007
369.2649,432483,765,M369_R765_4008
369.3016,8586659,1123,M369_R1123_4009
369.3025,3633954,918,M369_R918_4010
369.3206,185367,1083,M369_R1083_4011
369.3193,253836,887,M369_R887_4012
369.3376,3521662,1061,M369_R1061_4013
369.3645,394726,1080,M369_R1080_4014
369.4565,407634,1135,M369_R1135_4016
369.4563,588680,934,M369_R934_4017
369.4921,39510,1073,M369_R1073_4018
369.602,201896,934,M370_R934_4020
369.602,111255,1135,M370_R1135_4021
369.6379,12213,1074,M370_R1074_4022
369.7417,15848,939,M370_R939_4023
369.9803,31629,608,M370_R608_4024
370.0712,26393,690,M370_R690_4025
370.1295,194368,495,M370_R495_4027
370.1568,210695,748,M370_R748_4028
370.1946,117079,294,M370_R294_4030
370.2001,11653,657,M370_R657_4032
370.2174,14478,817,M370_R817_4034
370.2248,12542,642,M370_R642_4035
370.2605,266732,655,M370_R655_4037
370.2692,30823,770,M370_R770_4038
370.302,5428312,933,M370_R933_4039
370.3047,2071727,1127,M370_R1127_4040
370.3156,210504,917,M370_R917_4041
370.3414,1134396,1072,M370_R1072_4042
370.4602,31635,936,M370_R936_4045
371.0412,6006680,499,M371_R499_4047
371.1138,3537160,446,M371_R446_4049
371.1377,1116016,465,M371_R465_4052
371.1509,44381,669,M371_R669_4053
371.1709,12521,482,M371_R482_4054
371.1894,34926,574,M371_R574_4055
371.1949,37203,483,M371_R483_4056
371.1972,13128,278,M371_R278_4057
371.2075,141320,470,M371_R470_4058
371.2443,25134975,639,M371_R639_4060
371.2634,31446,708,M371_R708_4061
371.2675,30591,430,M371_R430_4063
371.281,70186,981,M371_R981_4064
371.2807,391124,768,M371_R768_4065
371.2924,5004281,933,M371_R933_4066
371.3078,306203,1134,M371_R1134_4067
371.3319,167890,996,M371_R996_4068
371.3441,54508,1073,M371_R1073_4070
371.3997,1175531,650,M371_R650_4071
371.5453,364166,650,M372_R650_4072
372.0447,838310,501,M372_R501_4073
372.0907,38554,442,M372_R442_4074
372.1171,523784,449,M372_R449_4075
372.1409,113689,453,M372_R453_4076
372.2476,3614147,637,M372_R637_4078
372.2506,33371,326,M372_R326_4079
372.2766,39115,903,M372_R903_4080
372.2839,26375,773,M372_R773_4081
372.295,1034140,938,M372_R938_4082
372.3126,298853,1035,M372_R1035_4083
372.3199,20930,991,M372_R991_4084
372.4046,57986,650,M372_R650_4085
372.945,102939,584,M373_R584_4086
373.0211,180504,449,M373_R449_4087
373.0462,71727,505,M373_R505_4088
373.0461,23611,824,M373_R824_4089
373.0565,427358,423,M373_R423_4090
373.0932,23270484,842,M373_R842_4091
373.0935,244130,599,M373_R599_4092
373.1208,26044,440,M373_R440_4093
373.1298,285843,607,M373_R607_4094
373.1294,2892740,400,M373_R400_4095
373.1841,2279826,680,M373_R680_4099
373.1869,12980,322,M373_R322_4100
373.1874,230779,432,M373_R432_4101
373.2036,15507,568,M373_R568_4102
373.2042,12883,695,M373_R695_4103
373.2237,847156,639,M373_R639_4104
373.2229,84275,465,M373_R465_4105
373.2381,11741,639,M373_R639_4106
373.2489,449203,842,M373_R842_4107
373.2503,878445,652,M373_R652_4108
373.2707,172034,991,M373_R991_4109
373.2755,178206,813,M373_R813_4110
373.2961,76676,865,M373_R865_4113
373.3241,32278,662,M373_R662_4114
373.3965,11977,844,M373_R844_4115
374.0245,20082,449,M374_R449_4116
374.0604,36271,414,M374_R414_4118
374.0666,53543,822,M374_R822_4119
374.0966,3568873,840,M374_R840_4120
374.1169,288659,804,M374_R804_4121
374.133,551273,392,M374_R392_4122
374.1326,43709,626,M374_R626_4123
374.1619,126481,430,M374_R430_4125
374.1612,45052,555,M374_R555_4126
374.1723,237101,676,M374_R676_4127
374.188,68412,691,M374_R691_4128
374.1982,21451,869,M374_R869_4130
374.2193,37850,411,M374_R411_4132
374.2222,586332,241,M374_R241_4133
374.2264,153898,621,M374_R621_4134
374.2709,542069,862,M374_R862_4136
374.2922,12889,938,M374_R938_4137
374.2911,14762,719,M374_R719_4138
374.3282,360891,980,M374_R980_4140
374.9421,102195,584,M375_R584_4142
375.0213,202647,575,M375_R575_4143
375.063,20882,858,M375_R858_4148
375.0773,177942,752,M375_R752_4150
375.0992,339138,842,M375_R842_4151
375.109,433541,528,M375_R528_4152
375.1091,86862,632,M375_R632_4153
375.1386,42697,391,M375_R391_4156
375.1663,2049342,304,M375_R304_4157
375.1656,20106,905,M375_R905_4158
375.1784,138048,696,M375_R696_4161
375.1818,873228,513,M375_R513_4162
375.2028,148694,402,M375_R402_4163
375.2249,70919,245,M375_R245_4165
375.2189,46123,676,M375_R676_4166
375.2544,15076,900,M375_R900_4169
375.2538,30609,574,M375_R574_4170
375.2756,1204295,739,M375_R739_4171
375.2748,184431,843,M375_R843_4172
375.2759,34313,996,M375_R996_4173
375.2757,22280,502,M375_R502_4174
375.2909,284263,1022,M375_R1022_4175
375.3314,10923,1000,M375_R1000_4177
376.0245,14742,582,M376_R582_4179
376.1058,1315224,803,M376_R803_4183
376.1127,67339,531,M376_R531_4184
376.1552,92148,854,M376_R854_4185
376.1699,236210,307,M376_R307_4186
376.1851,169667,494,M376_R494_4187
376.192,21506,902,M376_R902_4188
376.2194,125564,241,M376_R241_4189
376.253,25936,778,M376_R778_4192
376.2793,81305,738,M376_R738_4194
376.2852,14175,1143,M376_R1143_4195
377.019,49405,567,M377_R567_4198
377.0608,268390,580,M377_R580_4200
377.0865,76885,50,M377_R50_4201
377.1032,133850,567,M377_R567_4202
377.1088,110943,804,M377_R804_4203
377.1414,11685,500,M377_R500_4204
377.1566,495607,757,M377_R757_4205
377.1611,26027,342,M377_R342_4207
377.1972,250000,507,M377_R507_4209
377.1985,204416,689,M377_R689_4210
377.2375,458082,868,M377_R868_4216
377.2543,101330,519,M377_R519_4217
377.2734,292594,1011,M377_R1011_4218
377.2706,57119,817,M377_R817_4219
377.3062,672036,1055,M377_R1055_4220
378.0509,98033,698,M378_R698_4224
378.204,66577,697,M378_R697_4230
378.1995,14600,463,M378_R463_4231
378.2136,21494,895,M378_R895_4233
378.2406,23917,868,M378_R868_4234
378.2772,58063,1008,M378_R1008_4235
378.3107,64849,1055,M378_R1055_4237
379.0562,13654,550,M379_R550_4239
379.1586,20516,987,M379_R987_4242
379.1767,161614,425,M379_R425_4243
379.1788,178605,579,M379_R579_4245
379.178,33640,443,M379_R443_4246
379.2129,532164,644,M379_R644_4250
379.2123,213929,517,M379_R517_4251
379.2342,332729,365,M379_R365_4252
379.218,371023,621,M379_R621_4253
379.2508,10345,675,M379_R675_4254
379.2687,696014,1137,M379_R1137_4259
379.2844,120548,863,M379_R863_4260
379.3222,136858,1048,M379_R1048_4261
380.2025,10191,610,M380_R610_4263
380.2089,52928,481,M380_R481_4264
380.2169,82075,631,M380_R631_4265
380.2441,77594,641,M380_R641_4266
380.281,34788,704,M380_R704_4269
380.3175,129540,860,M380_R860_4271
380.9404,13652,743,M381_R743_4274
381.0537,15199,550,M381_R550_4276
381.0987,20582,545,M381_R545_4277
381.1183,35185,678,M381_R678_4281
381.1192,17243,340,M381_R340_4282
381.1597,14658,574,M381_R574_4285
