mz,rt,intensity,Formula
548.0756,1,312,C14H13F17N2O
548.1146,1,351,C25H17F9N2O2
548.1146,1,295,C25H17F9N2O2
548.1146,1,151,C25H17F9N2O2
549.0455,1,274,C13H14F15NO3S
549.0693,1,595,C13H16F15N2O2S
549.0781,1,817,C14H16F17NSi
549.9343,1,341,C9HF19O3S
549.9343,1,574,C9HF19O3S
549.9649,1,795,C11F22
549.9785,1,444,C12HF19N2O
549.9849,1,156,C11H3F21O
550.0073,1,478,C13H7F17O4
550.0407,1,101,C12H13F15N2O3S
550.0407,1,900,C12H13F15N2O3S
550.0965,1,429,C16H16F18
550.9837,1,497,C10H11F13NO6PS
551.0389,1,187,C13H10F17NO3
551.0389,1,629,C13H10F17NO3
551.0753,1,822,C14H14F17NO2
551.93,1,537,C9F20O2S
552.0142,1,131,C12H6F18N2O2
552.0229,1,905,C13H9F17O4
552.0229,1,431,C13H9F17O4
552.0229,1,842,C13H9F17O4
552.0274,1,549,C14H13F13O6Si
552.0697,1,479,C17H22BrF13
553.0334,1,131,C16H8F17NO
553.0592,1,759,C15H16F13NO4S
553.0698,1,532,C17H12F17N
553.7898,1,429,C6F12I2
553.9224,1,209,C10H6F15IO
553.9224,1,711,C10H6F15IO
553.9538,1,154,C12H8BrF17
553.9669,1,466,C14H5F15O4S
553.9986,1,907,C13H5F19O2
554.0033,1,485,C15H9F15O3S
554.0175,1,443,C16H7F17O2
554.0175,1,110,C16H7F17O2
554.0175,1,471,C16H7F17O2
554.0186,1,632,C13H8F18O3
554.0287,1,407,C15H7F17N2O
554.0538,1,909,C17H11F17O
554.2842,1,266,C25H41F7O5
555.0161,1,153,C12H10F17NO2S
555.2067,1,996,C22H32F7NO7
556.0096,1,208,C12H10F17O3P
556.0701,1,486,C14H17F13N2O4S
556.0701,1,659,C14H17F13N2O4S
556.0843,1,644,C15H15F15N2O3
556.959,1,189,C10H4F17NO4S
556.9953,1,218,C11H8F17NO3S
556.9953,1,178,C11H8F17NO3S
557.0084,1,234,C15H5F18NO
557.0084,1,797,C15H5F18NO
557.0084,1,288,C15H5F18NO
557.0284,1,558,C15H8F17NO2
557.9735,1,218,C12H2F20O2
558.0089,1,407,C14H16F13I
558.0099,1,852,C13H6F20O
558.0225,1,558,C17H6F16N2O
558.0425,1,248,C17H9F15N2O2
558.0534,1,539,C18H15F13O3S
558.1,1,452,C15H17F15N2O3
558.1215,1,901,C18H19F17
558.2531,1,297,C23H35F13
559.893,1,765,C9H2F17I
559.9423,1,539,C11H7Cl2F17Si
560.1372,1,229,C18H21F17
561.0091,1,736,C13H10F15NO4S
561.8478,1,771,C8ClF16I
561.873,1,681,C14H4BrF13S2
561.9521,1,776,C10HF19O5
561.9849,1,121,C12H3F21O
562.0073,1,959,C14H7F17O4
562.0212,1,100,C13H7F21
562.041,1,803,C15H11F13N2O6
562.0437,1,305,C15H11F17O3
562.0985,1,919,C16H19F17Si
563.0248,1,944,C13H12F15NO4S
563.0248,1,973,C13H12F15NO4S
563.0389,1,796,C14H10F17NO3
563.9641,1,445,C11HF21O2
563.9641,1,159,C11HF21O2
563.9805,1,129,C12H2F22
564.0005,1,558,C12H5F21O
564.0393,1,221,C15H10F18O2
564.0851,1,284,C25H17ClF8N2O2
564.0851,1,319,C25H17ClF8N2O2
565.0182,1,128,C13H8F17NO4
565.0404,1,204,C13H14F15NO4S
565.0546,1,791,C14H12F17NO3
565.9588,1,156,C12H10F15I
565.9598,1,209,C11F22O
565.9598,1,649,C11F22O
565.9962,1,401,C12H4F22
566.0175,1,886,C17H7F17O2
566.0208,1,947,C14H11F17O2S
566.0988,1,679,C15H17F17NO2
566.1052,1,301,C25H16F10N2O2
566.1052,1,911,C25H16F10N2O2
566.1138,1,954,C18H20F14O4
566.1239,1,345,C20H19F13N2O2
567.0161,1,496,C13H10F17NO2S
567.9967,1,356,C16H5F17O3
567.9967,1,906,C16H5F17O3
567.9979,1,486,C13H6F18O4
568.008,1,692,C15H5F17N2O2
568.0113,1,793,C12H9F17N2O2S
568.0143,1,231,C14H7F19O2
568.0143,1,909,C14H7F19O2
568.0363,1,233,C13H13F17O3Si
568.0955,1,848,C15H25F13O2Si3
568.8624,1,543,C11H4BrF12NO3S2
568.8624,1,708,C11H4BrF12NO3S2
568.9636,1,730,C13H8F13NO5S2
568.9953,1,669,C12H8F17NO3S
569.0284,1,786,C16H8F17NO2
569.0542,1,392,C15H16F13NO5S
569.0903,1,562,C15H20F13NO5Si
569.9547,1,726,C10F22O2
569.9547,1,646,C10F22O2
570.0077,1,744,C15H10F15O4P
570.0488,1,211,C17H11F17O2
570.0573,1,590,C16H11F13N4O4
570.0663,1,752,C15H13F19O
570.0858,1,110,C15H19F13N2O4S
570.1,1,875,C16H17F15N2O3
570.9746,1,601,C11H6F17NO4S
571.0076,1,962,C15H6F17NO3
571.011,1,169,C12H10F17NO3S
571.9916,1,366,C15H5F17O4
572.0029,1,925,C14H5F17N2O3
572.0103,1,962,C16H9F17OS
572.0803,1,498,C18H17F13N2O2S
572.2688,1,484,C24H37F13
572.9981,1,260,C13H4F17N3O3
573.0008,1,803,C13H4F21N
573.9086,1,779,C10H4F17I
573.9225,1,822,C14H4BrF17
573.9225,1,612,C14H4BrF17
573.9649,1,171,C13F22
573.9838,1,149,C11H8F17O5P
574.0048,1,462,C13H6F20O2
574.1528,1,105,C19H23F17
575.0106,1,319,C13H14F13NO5S2
575.0248,1,460,C14H12F15NO4S
575.0248,1,976,C14H12F15NO4S
575.0436,1,943,C17H14F13NO4S
575.1117,1,652,C17H18F17NO
575.9677,1,158,C11H3F19O5
576.0005,1,607,C13H5F21O
576.0369,1,385,C14H9F21
576.0519,1,233,C20H10F14N2O2
577.8836,1,745,C9HF18I
577.9798,1,898,C12H3F21O2
577.9798,1,978,C12H3F21O2
578.0386,1,209,C15H11F17O4
578.1046,1,413,C15H19F17N2Si
578.1226,1,448,C16H19F17N2O
578.1278,1,709,C18H20F18
579.0561,1,781,C14H16F15NO4S
579.8876,1,994,C10H4Cl3F17Si
579.9107,1,339,C9H2F18O4S2
579.9426,1,531,C10F20O5
579.9777,1,294,C12H5F21S
580.0542,1,652,C15H13F17O4
580.0555,1,232,C25H17Cl2F7N2O2
580.0726,1,136,C15H17F17O2Si
580.1209,1,637,C26H18F10N2O2
580.906,1,964,C8HF18NO4S2
581.1775,1,757,C20H26F15NO
581.7499,1,201,C8H2Br3F13
581.89,1,554,C8F18O5S2
581.89,1,709,C8F18O5S2
581.9405,1,133,C10H2F20O3S
581.9676,1,810,C16H10BrF15O
582.0124,1,906,C17H7F17O3
582.0299,1,856,C15H9F19O2
582.0488,1,695,C18H11F17O2
582.0519,1,281,C14H15F17O3Si
582.0757,1,318,C25H16ClF9N2O2
582.0757,1,756,C25H16ClF9N2O2
583.1511,1,373,C29H25F7NO2P
584.0029,1,381,C15H5F17N2O3
584.028,1,726,C17H9F17O3
584.0409,1,741,C14H14F17O3P
584.0426,1,794,C13H13F17N2O2S
584.0456,1,565,C15H11F19O2
584.0644,1,668,C18H13F17O2
584.0656,1,960,C15H14F18O3
584.1014,1,867,C16H21F13N2O4S
584.1014,1,218,C16H21F13N2O4S
584.1133,1,464,C23H17F13N2O
584.9757,1,929,C12F21N3
584.9757,1,164,C12F21N3
584.9903,1,242,C12H8F17NO4S
585.0266,1,749,C13H12F17NO3S
585.0266,1,894,C13H12F17NO3S
585.0505,1,438,C13H14F17N2O2S
585.0772,1,216,C15H14F19NO
585.9649,1,408,C14F22
585.9961,1,328,C13H3F21N2
585.9961,1,180,C13H3F21N2
586.0048,1,632,C14H6F20O2
586.0073,1,493,C16H7F17O4
586.0402,1,465,C16H20F13I
586.085,1,526,C15H15F19NO
586.1528,1,850,C20H23F17
586.2844,1,560,C25H39F13
586.9989,1,788,C16H4F19NO
587.0059,1,586,C12H10F17NO4S
587.0059,1,826,C12H10F17NO4S
587.047,1,573,C15H18F13NO4S2
587.9243,1,585,C11H6F17I
587.9243,1,891,C11H6F17I
587.9617,1,107,C11F24
588.0409,1,226,C14H22ClF13O2Si3
588.1321,1,834,C19H21F17O
588.1685,1,584,C20H25F17
589.0004,1,988,C15H8F17NO2S
589.007,1,539,C12H4F21N3
589.0182,1,375,C15H8F17NO4
589.0404,1,317,C15H14F15NO4S
589.0404,1,239,C15H14F15NO4S
589.801,1,733,C8Br2F16O2
590.0525,1,547,C15H11F21
590.0675,1,928,C21H12F14N2O2
590.1477,1,603,C19H23F17O
590.9797,1,416,C14H6F17NO3S
590.996,1,431,C19H6F9N3O9
591.0338,1,407,C15H10F17NO4
591.0796,1,323,C25H17ClF7N3O4
591.8992,1,170,C10H3F18I
591.9485,1,252,C12H8Cl2F18Si
591.9637,1,675,C14H5F17O4S
592.0371,1,500,C13H17F13N2O5S2
593.0308,1,763,C20H9F14NO4
593.0997,1,664,C25H16F9N3O4
593.97,1,172,C11H6F19O4P
593.9901,1,663,C14H14F15I
594.2343,1,175,C23H33F15
595.0664,1,743,C20H14F13NO5
595.8727,1,119,C9BrF19O3
595.8741,1,831,C9F19I
595.8741,1,148,C9F19I
595.9317,1,896,C11H4ClF19O2S
595.9459,1,952,C12H2ClF21O
595.9867,1,722,C13H3F23
596.0913,1,753,C26H18ClF9N2O2
596.0913,1,891,C26H18ClF9N2O2
596.1093,1,785,C16H19F17NO3
596.1183,1,968,C18H19F19
596.9903,1,517,C13H8F17NO4S
597.0266,1,689,C14H12F17NO3S
597.8848,1,668,C10BrF21
597.9496,1,999,C11F22O3
597.9496,1,394,C11F22O3
598.0071,1,181,C15H9F19OS
598.0248,1,506,C15H9F19O3
598.1076,1,935,C16H26F12O6Si2
598.1171,1,882,C17H23F13N2O4S
599.0013,1,134,C12H13F15NO5PS
599.0059,1,637,C13H10F17NO4S
599.0059,1,926,C13H10F17NO4S
599.0297,1,962,C13H12F17N2O3S
599.0423,1,748,C14H14F17NO3S
599.0661,1,325,C14H16F17N2O2S
599.0661,1,823,C14H16F17N2O2S
599.9311,1,406,C10HF21O3S
599.9406,1,814,C10H2F21O3P
599.9617,1,490,C12F24
599.9817,1,921,C12H3F23O
600.0205,1,940,C15H8F20O2
600.0375,1,763,C13H13F17N2O3S
600.0559,1,177,C17H22F13I
600.3001,1,621,C26H41F13
600.9805,1,740,C11H11F15NO6PS
601.9268,1,990,C10F22O2S
601.9399,1,490,C12H8F17I
601.9399,1,504,C12H8F17I
601.9445,1,612,C10F22O4
601.9538,1,355,C16H8BrF17
601.9538,1,151,C16H8BrF17
602.0864,1,801,C25H14F12N2O2
602.1841,1,361,C21H27F17
602.9797,1,480,C15H6F17NO3S
603.0561,1,326,C16H16F15NO4S
603.0561,1,907,C16H16F15NO4S
603.833,1,342,C10H3Br2F17
603.9192,1,325,C11H6F17IO
603.9637,1,976,C15H5F17O4S
603.9637,1,667,C15H5F17O4S
603.9691,1,347,C15F20N2O
603.9954,1,627,C14H5F21O2
604.0682,1,344,C16H13F21
606.0528,1,283,C14H19F13N2O5S2
606.0811,1,790,C16H15F17N2O3
606.1099,1,210,C17H21F15O6
607.0052,1,194,C16H5F20NO
607.1015,1,886,C17H18F17NO3
607.1154,1,579,C26H18F9N3O4
607.1312,1,385,C16H22F17N3Si
607.8741,1,534,C10F19I
608.0057,1,290,C15H16F15I
608.0075,1,579,C12H6BF21O3
609.0702,1,798,C25H16ClF8N3O4
609.1017,1,753,C26H19F13P
609.8524,1,126,C10H8F12I2
609.9496,1,835,C12F22O3
610.0448,1,624,C16H12F18O4
610.0832,1,852,C16H19F17O3Si
611.0059,1,470,C14H10F17NO4S
611.869,1,802,C9F19IO
611.977,1,289,C12H6F21O2P
611.9866,1,807,C17H5F17O5
611.9866,1,846,C17H5F17O5
612.0405,1,469,C16H11F19O3
612.0722,1,278,C16H18F17O3P
613.0216,1,451,C14H12F17NO4S
613.9609,1,162,C12HF23O2
613.9973,1,639,C13H5F23O
613.9973,1,589,C13H5F23O
614.0715,1,454,C18H24F13I
614.1841,1,617,C22H27F17
615.0051,1,878,C16H4F19N3O
615.0372,1,791,C14H14F17NO4S
615.0372,1,603,C14H14F17NO4S
615.0491,1,720,C21H10F17NO
615.0514,1,466,C15H12F19NO3
616.1277,1,447,C17H25F13N2O5S
616.1998,1,539,C22H29F17
617.1079,1,557,C17H22F15NO4Si
617.9394,1,735,C10F22O5
617.9558,1,474,C11HF23O3
617.9889,1,596,C16H8F17O4P
618.0111,1,350,C15H7F21O2
618.0111,1,192,C15H7F21O2
618.0157,1,955,C17H11F17O3S
618.0838,1,122,C17H15F21
618.9604,1,736,C14H8F15NO5S2
619.9679,1,383,C12HF25
620.0456,1,493,C18H11F19O2
620.9572,1,384,C11H8F17NO5S2
621.1046,1,632,C17H18F17N2O3
621.9298,1,778,C15H4ClF17O3S
622.0477,1,939,C14H19F13N2O6S2
622.0549,1,603,C19H11F17N2O2
622.0588,1,407,C16H12F22
622.2642,1,152,C30H37F7N2O4
623.0389,1,629,C19H10F17NO3
623.0423,1,797,C16H14F17NO3S
623.9054,1,664,C11H4F19I
623.9054,1,251,C11H4F19I
623.9243,1,526,C14H6F17I
623.9617,1,476,C14F24
623.9806,1,170,C12H8F19O5P
623.9806,1,508,C12H8F19O5P
624.0375,1,233,C15H13F17N2O3S
625.0216,1,349,C15H12F17NO4S
625.0216,1,111,C15H12F17NO4S
625.0216,1,944,C15H12F17NO4S
625.0579,1,450,C16H16F17NO3S
625.9161,1,299,C12H4BrF21
625.9162,1,413,C10H4F18O6S2
625.9973,1,313,C14H5F23O
626.0765,1,124,C16H20F18OSi2
627.0974,1,415,C16H20F17N2O2S
627.0974,1,165,C16H20F17N2O2S
627.9624,1,488,C12H5F21O3S
627.9719,1,823,C12H6F21O3P
627.9766,1,443,C13H3F23O2
628.0325,1,395,C14H13F17N2O4S
628.1194,1,895,C17H19F19N2O
628.2586,1,561,C26H37F13O2
629.0529,1,665,C15H16F17NO4S
629.0529,1,388,C15H16F17NO4S
629.9712,1,595,C14H12F17I
630.0454,1,224,C18H19F9O12S
630.2154,1,833,C23H31F17
631.1289,1,725,C18H22F15N2O5
631.1743,1,961,C21H26F17NO
631.9515,1,928,C12F24O2
632.0062,1,222,C16H9F17N2O3S
632.0267,1,209,C16H9F21O2
632.0995,1,114,C18H17F21
633.068,1,296,C15H16F19N2OS
633.1692,1,869,C20H28F13N3O3Si
633.8921,1,628,C10ClF21O3S
633.9072,1,714,C15H4BrF17O3
637.9585,1,778,C12F26
637.9585,1,107,C12F26
638.0477,1,279,C18H20BrF17
638.0498,1,596,C19H11F17N2O3
638.1325,1,169,C19H23F17O4
638.1653,1,438,C21H25F19
638.2241,1,561,C24H33F15O2
639.0372,1,439,C16H14F17NO4S
639.0372,1,593,C16H14F17NO4S
639.0372,1,265,C16H14F17NO4S
639.0372,1,616,C16H14F17NO4S
639.0372,1,276,C16H14F17NO4S
639.0592,1,329,C15H20F15NO5SSi
639.9003,1,695,C11H4F19IO
639.9602,1,282,C13H2F22O4
640.039,1,449,C16H13F17O7
641.9605,1,539,C15H5F19O4S
641.9922,1,721,C14H5F23O2
642.0481,1,393,C15H15F17N2O4S
642.0733,1,825,C17H19F17O4S
642.1143,1,116,C17H31F13O3Si4
642.2154,1,175,C24H31F17
643.9505,1,442,C14H10F17IO
643.9573,1,902,C12H5F21O4S
643.9668,1,192,C12H6F21O4P
643.9668,1,863,C12H6F21O4P
644.2311,1,347,C24H33F17
644.9457,1,673,C13H9F17INO
645.8709,1,399,C10F21I
645.9285,1,190,C12H4ClF21O2S
645.9496,1,853,C15F22O3
645.9836,1,114,C14H3F25
645.9836,1,777,C14H3F25
646.1062,1,857,C17H19F19NO3
646.1151,1,382,C19H19F21
646.16,1,556,C23H27F13O6
646.9658,1,623,C14H15F13INO3Si
647.2594,1,135,C31H36F7N3O4
647.9664,1,457,C12H3F23O4
647.9992,1,607,C14H5F25
648.9885,1,205,C13H12F17NO5S2
648.9981,1,362,C13H13F17NO5PS
649.9585,1,238,C13F26
650.079,1,891,C16H23F13N2O6S2
650.0901,1,704,C18H16F22
650.1302,1,563,C26H21F15O2
650.1437,1,744,C19H23F17N2O3
650.1935,1,149,C23H34F12O5S
650.2955,1,151,C32H41F7N2O4
650.9106,1,220,C12H11Cl3F15NO2SSi
650.9773,1,744,C12H11F17NO6PS
652.0633,1,243,C19H22BrF17
652.1302,1,875,C19H25F17O3Si
652.1302,1,590,C19H25F17O3Si
653.0529,1,416,C17H16F17NO4S
653.0529,1,473,C17H16F17NO4S
653.0529,1,880,C17H16F17NO4S
653.7834,1,430,C8F16I2
653.916,1,859,C12H6F19IO
653.9605,1,485,C16H5F19O4S
653.9605,1,399,C16H5F19O4S
654.9416,1,486,C14H6F17NO5S2
655.0639,1,371,C16H21F15NO5PS
656.0032,1,314,C14H10F21O3P
656.0638,1,633,C16H17F17N2O4S
656.0779,1,106,C17H15F19N2O3
657.0444,1,465,C19H12F17NO5
657.9344,1,773,C12F22O6
658.0025,1,898,C16H16F17I
658.0304,1,776,C17H16F18O2S2
658.2467,1,778,C25H35F17
659.0601,1,189,C19H14F17NO5
659.9439,1,243,C12H6ClF21O3Si
660.1308,1,962,C20H21F21
660.9617,1,851,C12H2F23NO4
661.9457,1,150,C12HF23O5
661.9585,1,440,C14F26
661.9585,1,508,C14F26
661.9585,1,918,C14F26
661.9585,1,366,C14F26
661.9585,1,181,C14F26
661.9585,1,621,C14F26
661.9585,1,198,C14F26
661.9585,1,298,C14F26
661.9585,1,665,C14F26
661.9585,1,468,C14F26
661.9585,1,346,C14F26
662.0921,1,629,C18H19F21Si
663.9413,1,468,C12F24O4
663.9577,1,223,C13HF25O2
663.9577,1,136,C13HF25O2
663.959,1,789,C18HF21O3
663.9741,1,532,C14H2F26
663.9741,1,914,C14H2F26
663.9865,1,805,C19H11Cl2F17O2
663.9865,1,188,C19H11Cl2F17O2
663.9941,1,316,C14H5F25O
664.0683,1,591,C19H24F15I
664.993,1,670,C13H13F17NO6PS
665.9534,1,455,C13F26O
665.9898,1,956,C14H4F26
665.9898,1,494,C14H4F26
666.0845,1,808,C18H19F17N2O3S
667.0817,1,130,C16H24F13N2O7S2
667.1253,1,943,C22H20F17N2O2
667.9545,1,840,C25H17Br2F7N2O2
668.0079,1,345,C16H7F23O2
668.0299,1,934,C15H13F21O3Si
668.256,1,477,C26H34F14N4
668.9572,1,503,C15H8F17NO5S2
669.141,1,324,C22H22F17N2O2
669.9647,1,648,C13HF27
670.0794,1,872,C17H19F17N2O4S
670.0936,1,966,C18H17F19N2O3
670.2467,1,851,C26H35F17
670.96,1,122,C12F27N
671.027,1,353,C16H14F17NO6S
671.9266,1,218,C16H4ClF19O3S
672.261,1,761,C31H37F9N2O4
672.2624,1,933,C26H37F17
673.8648,1,527,C12H10F14I2
673.9022,1,586,C12H4F21I
673.9774,1,141,C13H8F21O5P
674.1464,1,140,C21H23F21
674.8526,1,264,C18H6Cl4F9NO6S
675.0008,1,698,C18H10F17NO5S
675.9067,1,437,C12H2F18N2O6S2
675.9613,1,731,C13H3F23O5
675.9941,1,719,C15H5F25O
676.0305,1,452,C16H9F25
676.0754,1,728,C20H17F17O6
677.9734,1,916,C14H3F25O2
678.0811,1,463,C22H15F17N2O3
678.1162,1,417,C18H19F21N2O
678.1214,1,181,C20H20F22
678.1304,1,476,C20H24F17N2O2P
679.8813,1,319,C12H4Cl3F21Si
680.2122,1,767,C24H31F19
681.7435,1,110,C10H2Br3F17
681.9341,1,585,C12H2F24O3S
682.0233,1,717,C23H22F7IN2O4S
682.0235,1,734,C17H9F23O2
682.0455,1,894,C16H15F21O3Si
682.3017,1,552,C33H42F8N2O4
682.3017,1,460,C33H42F8N2O4
682.3017,1,132,C33H42F8N2O4
683.0376,1,213,C19H10F21NO2
684.0345,1,428,C16H14F21O3P
684.0728,1,932,C18H15F19N2O4
686.0338,1,532,C18H20F17I
686.0797,1,596,C17H24F18O2Si3
686.278,1,549,C27H39F17
686.9646,1,427,C12BF28
687.8805,1,148,C13H12F14I2
687.9179,1,215,C13H6F21I
687.9179,1,377,C13H6F21I
687.9553,1,258,C13F28
688.1293,1,914,C20H23F19O4
688.1621,1,127,C22H25F21
689.056,1,582,C16H20F17NO5SSi
689.1453,1,951,C24H28F9N3O8S
689.957,1,608,C14H2F24O4
691.8928,1,233,C12H3F22I
692.0054,1,225,C16H6F26
692.0307,1,959,C15H17F17N2O5S2
693.9636,1,938,C13H6F23O4P
694.1106,1,922,C30H21F14OP
695.0601,1,555,C22H14F17NO5
695.8677,1,863,C11F23I
695.8677,1,154,C11F23I
695.9804,1,213,C15H3F27
696.103,1,925,C18H19F21NO3
697.8784,1,189,C12BrF25
698.0007,1,128,C17H9F23OS
699.9247,1,685,C12HF25O3S
699.9753,1,369,C14H3F27O
700.0224,1,329,C18H14F18O6S
700.2937,1,636,C28H41F17
700.3174,1,697,C35H45F9O4
700.9074,1,352,C13H11Cl3F17NO2SSi
701.1484,1,202,C20H24F19N2O3
701.9026,1,294,C12F26S2
701.9299,1,319,C12HF26O2P
702.1318,1,842,C24H27F13O7Si
702.1777,1,735,C23H27F21
703.0717,1,459,C17H22F17NO5SSi
703.0923,1,296,C21H20F17N2O3S
703.0923,1,536,C21H20F17N2O3S
703.161,1,667,C25H30F9N3O8S
703.8266,1,189,C12H3Br2F21
703.9128,1,195,C13H6F21IO
703.9256,1,694,C12F27OP
704.0618,1,188,C18H13F25
705.0607,1,851,C17H21F17NO5PS
705.1221,1,315,C22H20F19N2O2
706.0464,1,667,C16H19F17N2O5S2
706.1164,1,742,C29H19F17O
707.964,1,851,C15H2F26O2
708.0875,1,623,C28H18F17P
708.2362,1,708,C25H38F13N2O4P
709.9432,1,666,C14F26O3
710.0768,1,152,C18H19F21O3Si
711.8627,1,254,C11F23IO
712.2074,1,216,C27H37F13O3Si2
713.9545,1,441,C14HF27O2
713.9898,1,926,C18H4F26
713.9909,1,800,C15H5F27O
714.0651,1,108,C20H24F17I
715.9502,1,607,C14F28O
716.1934,1,984,C24H29F21
717.0606,1,191,C17H14F23NO3
718.0047,1,696,C17H7F25O2
718.0108,1,399,C14H6F24N4O2
719.9615,1,282,C14HF29
720.1309,1,646,C23H32F15I
720.1683,1,342,C23H26F22
721.7672,1,367,C12Cl6F16O4
722.0413,1,532,C16H19F17N2O6S2
722.0524,1,113,C18H12F26
722.2592,1,291,C27H37F19
723.899,1,947,C13H4F23I
723.899,1,997,C13H4F23I
723.9742,1,163,C14H8F23O5P
724.8494,1,428,C19H6Cl4F11NO6S
725.0152,1,474,C17H12F21NO4S
725.9275,1,147,C12F29P
725.9828,1,120,C16H10F20O7S
725.9909,1,589,C16H5F27O
727.2183,1,105,C27H38F13NO3Si2
727.8714,1,935,C15BrF23O2
727.9655,1,271,C14H6F25O3P
727.9702,1,163,C15H3F27O2
728.113,1,902,C19H19F23N2O
728.2522,1,215,C28H37F17O2
728.325,1,681,C30H45F17
729.9648,1,371,C16H12F21I
730.209,1,287,C25H31F21
731.9085,1,971,C19H9Cl4F17O2
732.0203,1,861,C18H9F25O2
732.0931,1,791,C20H17F25
733.0533,1,138,C23H12F21NO2
737.8468,1,155,C14Cl3F23Si
737.9521,1,843,C14F30
737.9521,1,724,C14F30
738.1589,1,979,C23H25F23
739.0308,1,768,C18H14F21NO4S
739.1421,1,201,C25H28F11N3O8S
739.9855,1,607,C15H9F24O4P
741.0289,1,215,C20H14F19NO5S
742.0964,1,309,C22H28F17I
742.209,1,296,C26H31F21
743.9509,1,454,C14H5F25O4S
743.9605,1,300,C14H6F25O4P
743.9805,1,844,C17H14F21I
744.2247,1,926,C26H33F21
744.4195,1,699,C35H61F9O4Si
745.8646,1,956,C12F25I
745.9221,1,501,C14H4ClF25O2S
745.9772,1,560,C16H3F29
745.9908,1,806,C17H4F26N2O
746.0998,1,271,C19H19F23NO3
746.1088,1,616,C21H19F25
746.9594,1,672,C16H15F17INO3Si
748.1622,1,250,C25H36F15I
750.0726,1,875,C18H23F17N2O6S2
750.0837,1,292,C20H16F26
750.1373,1,501,C21H23F21N2O3
750.2905,1,991,C29H41F19
753.1578,1,744,C26H30F11N3O8S
753.9541,1,550,C18H5F23O4S
754.0931,1,146,C30H20ClF17O
756.3563,1,243,C32H49F17
757.9961,1,942,C18H16F21I
758.2315,1,635,C29H43F13O2SSi2
758.2403,1,740,C27H35F21
759.8428,1,369,C13H8F18I2
760.1244,1,578,C22H21F25
762.9604,1,238,C20H3F25NP
763.9513,1,775,C15HF29O2
763.9513,1,800,C15HF29O2
763.9677,1,825,C16H2F30
763.9677,1,218,C16H2F30
763.9877,1,489,C16H5F29O
764.0993,1,158,C28H33Cl3F6O11
765.947,1,493,C15F30O
766.1376,1,172,C31H23F17O3
766.3431,1,628,C35H48F14O2
767.0753,1,962,C18H24F17N2O7S2
767.1048,1,373,C23H22F19N2O3S
767.2056,1,243,C32H30F17NO
767.8759,1,118,C10F28O2Si3
767.9665,1,715,C20H14F17IO4
768.0015,1,687,C18H7F27O2
770.073,1,624,C19H19F21N2O4S
770.1277,1,547,C24H32F17I
770.1747,1,893,C24H31F17O8
772.0118,1,698,C19H18F21I
772.256,1,362,C28H37F21
773.8585,1,989,C14H10F18I2
773.8959,1,477,C14H4F25I
773.9521,1,741,C17F30
773.9521,1,578,C17F30
773.971,1,752,C15H8F25O5P
774.0922,1,197,C25H20F18O7
774.1401,1,674,C23H23F25
774.8462,1,939,C20H6Cl4F13NO6S
775.972,1,793,C14H15F18N2O8PS2
775.9877,1,969,C17H5F29O
777.0801,1,273,C22H20F17N3O6S
777.967,1,177,C16H3F29O2
778.1098,1,268,C20H19F25N2O
778.115,1,169,C22H20F26
779.8749,1,764,C14H4Cl3F25Si
780.9943,1,681,C16H5F30N
781.8387,1,907,C15H5F18IO4S2
782.0171,1,879,C19H9F27O2
783.9412,1,873,C14HF29O4
784.1037,1,343,C31H22ClF17O2
786.0274,1,100,C20H20F21I
786.2716,1,464,C29H39F21
787.8741,1,405,C15H12F18I2
787.9489,1,749,C15F32
788.0876,1,868,C24H21F21O3S
788.1557,1,380,C24H25F25
789.1056,1,569,C20H20F23N2O4
789.139,1,504,C26H28F13N3O8S
789.9823,1,936,C16H9F26O4P
790.9847,1,896,C19H13F19NO7PS
791.0046,1,594,C24H10F21NO3S
791.8864,1,210,C14H3F26I
791.8864,1,656,C14H3F26I
792.0076,1,541,C17H6F26N4O2
793.2696,1,156,C28H42F17N2O2S
793.9573,1,520,C15H6F27O4P
794.2215,1,449,C27H33F23
795.8614,1,663,C13F27I
795.8614,1,740,C13F27I
796.0966,1,636,C20H19F25NO3
796.1056,1,362,C22H19F27
798.0121,1,902,C19H9F27O3
798.159,1,476,C26H36F17I
799.9689,1,226,C16H3F31O
799.9971,1,326,C17H12F24O6S
800.0431,1,350,C21H22F21I
800.0967,1,814,C19H24F19N2O8P
800.1341,1,543,C22H23F23N2O3
800.2873,1,884,C30H41F21
800.8905,1,703,C14H28Cl4Cr2F9NO9S
801.8898,1,444,C16H14F18I2
801.9235,1,132,C14HF30O2P
802.1714,1,402,C25H27F25
803.1546,1,400,C27H30F13N3O8S
803.9064,1,639,C15H6F25IO
804.0033,1,316,C16H19F18N2O8PS2
804.0054,1,534,C30H15ClF14O6S
806.016,1,944,C24H8F26O
807.9576,1,875,C17H2F30O2
808.0065,1,316,C22H6F26N2O
808.0164,1,598,C20H10F26O4
808.2298,1,816,C27H38F17N2O4P
809.9368,1,458,C16F30O3
810.0069,1,559,C18H8F26N2O4
810.0704,1,599,C20H19F25O3Si
811.8549,1,238,C13BrF27O4
813.9482,1,951,C16HF31O2
813.9517,1,134,C15H3F29O5
814.0587,1,874,C22H24F21I
815.9438,1,795,C16F32O
816.187,1,518,C26H29F25
817.9983,1,171,C19H7F29O2
