mz,rt,intensity,Formula
419.0392,1,776,C18H8F7NO3
419.0555,1,597,C11H10F13NO
419.0555,1,611,C11H10F13NO
419.1232,1,716,C19H16F7N3
419.9643,1,800,C7F16O2
419.9807,1,828,C8HF17
420.0031,1,388,C10H5F13O3
420.0031,1,439,C10H5F13O3
420.022,1,549,C13H7F11O3
420.0395,1,851,C11H9F13O2
420.0395,1,690,C11H9F13O2
420.0395,1,843,C11H9F13O2
420.0759,1,388,C12H13F13O
421.0172,1,886,C12H6F11NO3
421.0206,1,185,C9H10F11NO3S
421.0936,1,691,C13H16F9NO4
421.9824,1,144,C9H3F13O4
422.001,1,875,C10H7F13OS
422.0715,1,669,C12H12F14
422.0787,1,115,C16H17F7O3S
422.0787,1,410,C16H17F7O3S
422.0787,1,239,C16H17F7O3S
422.0787,1,235,C16H17F7O3S
422.0865,1,503,C18H13F7N2O2
422.0978,1,581,C17H13F7N4O
422.1059,1,901,C15H20ClF9O
422.994,1,179,C9H3F14NO2
423.8818,1,898,C6F11IO
423.9132,1,166,C8H2BrF13
423.9132,1,813,C8H2BrF13
423.9182,1,156,C7H4F11I
423.9893,1,306,C8H2F14N2O2
423.9944,1,490,C10H3F15O
424.0497,1,956,C14H9F13
424.0579,1,909,C15H15F7O4S
424.0579,1,191,C15H15F7O4S
424.0579,1,555,C15H15F7O4S
424.0579,1,186,C15H15F7O4S
424.0579,1,471,C15H15F7O4S
424.0579,1,493,C15H15F7O4S
425.0343,1,616,C11H12F9NO4S
425.0343,1,853,C11H12F9NO4S
425.0422,1,706,C13H8F9N3O3
425.8469,1,502,C4F9IO3S
425.8833,1,416,C5H4F9IO2S
425.8925,1,925,C7BrF13O
425.9289,1,848,C8H4BrF13
425.9289,1,322,C8H4BrF13
425.9573,1,286,C8F14O4
425.9573,1,957,C8F14O4
425.9573,1,782,C8F14O4
425.9773,1,389,C8H3F13O5
425.9937,1,315,C9H4F14O3
425.9957,1,262,C8H7F13O3Si
426.0101,1,590,C10H5F15O
426.0101,1,894,C10H5F15O
426.0498,1,836,C14H9F7N6S
426.1178,1,161,C18H17F7N2O2
426.9674,1,566,C8H4F13O3S
426.9912,1,136,C8H6F13NO2S
426.9912,1,751,C8H6F13NO2S
426.9925,1,788,C13H6F9NO3S
427.0767,1,601,C16H12F7N3O3
427.8523,1,561,C5ClF10IO
427.8931,1,388,C6HF12I
427.9388,1,533,C7HF13O4S
427.9684,1,917,C10H10F9I
427.9694,1,943,C9F16O
427.9752,1,245,C8H5F13O3S
427.9847,1,443,C8H6F13O3P
427.9894,1,173,C9H3F15O2
427.9894,1,973,C9H3F15O2
427.9904,1,169,C12H5F13S
428.0006,1,940,C8H3F15N2O
428.0257,1,909,C10H7F15O
428.0257,1,182,C10H7F15O
428.0942,1,426,C12H19F9NO3S
428.9366,1,772,C12H8BrClF7NO
428.9846,1,949,C8H2F15NO2
429.0636,1,174,C12H10F13N2
429.8439,1,509,C10H3Br2F7O
429.9442,1,617,C8HClF14O2
429.9675,1,817,C11F14O2
429.9686,1,535,C8HF15O3
429.984,1,312,C10H12F9I
429.984,1,669,C10H12F9I
430.0966,1,908,C14H15F13
430.9155,1,472,C5HF12NO4S2
431.2772,1,219,C30H39S
431.9398,1,289,C8ClF15O
431.9501,1,184,C7H2F14O3S
431.9501,1,968,C7H2F14O3S
431.9643,1,157,C8F16O2
431.9643,1,831,C8F16O2
431.9843,1,195,C8H3F15O3
432.0007,1,893,C9H4F16O
432.019,1,353,C12H9F9N2O3S
432.0395,1,426,C12H9F13O2
432.0395,1,112,C12H9F13O2
432.0444,1,280,C16H11F7O6
432.052,1,185,C16H9F9N2O2
432.052,1,730,C16H9F9N2O2
432.052,1,170,C16H9F9N2O2
432.052,1,261,C16H9F9N2O2
432.1123,1,271,C14H17F13
432.9759,1,691,C8F17N
433.003,1,985,C12H8F9NO4S
433.0347,1,827,C11H8F13NO2
433.0536,1,907,C14H10F11NO2
433.889,1,247,C10Cl3F11
433.9458,1,323,C7HF15O2S
434.0188,1,780,C11H7F13O3
434.0522,1,522,C10H13F11N2O2S
434.0551,1,427,C12H11F13O2
434.0915,1,455,C13H15F13O
434.9853,1,967,C9F15N3
434.9998,1,342,C9H8F11NO4S
435.014,1,103,C10H6F13NO3
435.0362,1,640,C10H12F11NO3S
435.0778,1,277,C13H12F7N5O4
436.0057,1,699,C10H3F15N2
436.0245,1,328,C13H5F13N2
436.0528,1,279,C11H13F13OSi
436.1402,1,1000,C18H24F7O2P
436.9038,1,932,C10CrF9NO5
436.9744,1,223,C7H9F9NO6PS
437.9339,1,438,C8H6F11I
437.9713,1,415,C8F18
437.9713,1,984,C8F18
437.9713,1,490,C8F18
437.9713,1,978,C8F18
437.9713,1,864,C8F18
438.0501,1,547,C11H11F13O3
438.0736,1,195,C16H17F7O4S
438.0736,1,420,C16H17F7O4S
438.0736,1,449,C16H17F7O4S
438.0736,1,705,C16H17F7O4S
438.9912,1,260,C9H6F13NO2S
439.01,1,346,C12H8F11NO2S
439.0477,1,128,C18H12F7NO2S
439.05,1,948,C12H14F9NO4S
439.05,1,421,C12H14F9NO4S
439.0606,1,549,C14H10F13N
439.9131,1,105,C7H4F11IO
439.9131,1,879,C7H4F11IO
439.9532,1,248,C11H6ClF9O4S
439.9894,1,283,C10H3F15O2
440.0033,1,472,C10H10ClF13Si
440.0257,1,359,C11H7F15O
441.0068,1,692,C9H8F13NO2S
441.0398,1,364,C13H8F13NO
441.0964,1,944,C22H14F7NO
441.9088,1,858,C7H3F12I
441.9522,1,918,C8F14O5
441.985,1,832,C10H2F16O
441.9908,1,600,C9H7F13O3S
442.005,1,770,C10H5F15O2
442.005,1,975,C10H5F15O2
442.0438,1,211,C19H11F9S
442.1002,1,273,C14H17F11O3
443.0366,1,837,C10H8F15NO
443.9036,1,149,C10H3Cl2F9O3S
443.9337,1,884,C7HF13O5S
443.9633,1,262,C10H10F9IO
443.9701,1,803,C8H5F13O4S
443.9796,1,580,C8H6F13O4P
443.9807,1,463,C10HF17
443.9843,1,235,C9H3F15O3
443.9997,1,942,C11H14F9I
444.0029,1,502,C10H7F15S
444.0395,1,425,C13H9F13O2
444.1123,1,715,C15H17F13
444.2439,1,671,C20H33F9
444.9759,1,708,C9F17N
445.046,1,553,C11H8F13N3O
445.0711,1,650,C13H12F13NO
445.0873,1,812,C16H14F7N3O4
445.1236,1,403,C17H18F7N3O3
445.8823,1,304,C6BrF13O3
445.8837,1,919,C6F13I
445.8837,1,734,C6F13I
445.8837,1,697,C6F13I
445.9294,1,101,C7F14O4S
445.9413,1,748,C8H4ClF13O2S
445.9433,1,164,C6F18S
445.9635,1,201,C8HF15O4
445.9799,1,604,C9H2F16O2
445.9963,1,910,C10H3F17
446.0524,1,151,C13H11F9N2O5
446.0551,1,968,C13H11F13O2
446.0551,1,557,C13H11F13O2
446.0551,1,288,C13H11F13O2
446.0664,1,264,C12H11F13N2O
446.1279,1,917,C15H19F13
447.8944,1,776,C7BrF15
447.9371,1,509,C12H6F9I
447.9592,1,631,C8F16O3
447.9592,1,394,C8F16O3
448.0005,1,265,C13H6F10O6
448.012,1,279,C10H5F17
448.0344,1,185,C12H9F13O3
448.082,1,756,C12H13F13N2O
448.1072,1,258,C14H17F13O
448.9708,1,307,C8F17NO
449.0072,1,200,C9H4F17N
449.0297,1,123,C11H8F13NO3
449.0757,1,257,C11H16F11N2O2S
449.9407,1,472,C7HF15O3S
449.9407,1,874,C7HF15O3S
449.9713,1,981,C9F18
449.9713,1,506,C9F18
449.9713,1,615,C9F18
449.9713,1,276,C9F18
449.9713,1,694,C9F18
449.9713,1,778,C9F18
449.9713,1,888,C9F18
449.9912,1,662,C9H3F17O
449.9912,1,445,C9H3F17O
450.0137,1,152,C11H7F13O4
450.0345,1,714,C12H14F12S2
450.0471,1,684,C10H13F11N2O3S
450.1028,1,601,C14H16F14
450.9901,1,286,C8H11F9NO6PS
451.9364,1,627,C7F16O2S
451.9705,1,259,C8HF17O2
451.9705,1,671,C8HF17O2
451.9849,1,623,C11H6ClF13O2
452.0116,1,606,C11H9F13O2S
452.0206,1,891,C10H6F14N2O2
452.0477,1,717,C11H13F13O2Si
452.0621,1,992,C13H11F15
452.0761,1,797,C15H22BrF9
453.021,1,141,C11H6F15NO
453.0656,1,833,C13H16F9NO4S
453.7962,1,164,C4F8I2
453.9417,1,582,C8ClF17
453.9602,1,386,C10H8BrF13
453.9662,1,638,C8F18O
453.9662,1,692,C8F18O
453.9662,1,646,C8F18O
453.9733,1,713,C12H5F11O4S
454.005,1,427,C11H5F15O2
454.005,1,227,C11H5F15O2
454.005,1,370,C11H5F15O2
454.0097,1,408,C13H9F11O3S
454.0214,1,780,C12H6F16
454.0602,1,166,C15H11F13O
454.0778,1,159,C13H13F15
454.9229,1,883,C10H4F10IN
455.0225,1,606,C10H10F13NO2S
455.9997,1,991,C12H14F9I
455.9997,1,424,C12H14F9I
456.0007,1,334,C11H4F16O
456.016,1,398,C10H10F13O3P
456.016,1,116,C10H10F13O3P
456.0195,1,409,C14H6F14O
456.0406,1,1000,C11H10F14O3
456.0765,1,453,C12H17F9N2O4S
457.0017,1,964,C9H8F13NO3S
457.003,1,831,C14H8F9NO4S
457.0347,1,785,C13H8F13NO2
457.8175,1,574,C6Br2F12
457.9799,1,990,C10H2F16O2
457.9799,1,883,C10H2F16O2
458.0153,1,129,C12H16F9I
458.0159,1,537,C12H5BF14O2
458.0163,1,810,C11H6F16O
458.1279,1,375,C16H19F13
458.1415,1,283,C14H30F4O8Si2
459.0365,1,284,C10H6F13N5O
459.0881,1,933,C19H14F9NO2
459.8994,1,235,C7H2F13I
459.9486,1,398,C9H7Cl2F13Si
459.9792,1,419,C9H3F15O4
460.012,1,625,C11H5F17
460.012,1,572,C11H5F17
460.0708,1,850,C14H13F13O2
460.0822,1,774,C21H12F8N2O
460.1436,1,486,C16H21F13
460.9518,1,761,C8H12F9NOSSn
460.9979,1,922,C13H8F9NO5S
461.0103,1,874,C15H10F7N3O2S2
461.0155,1,326,C11H10F11NO4S
461.8542,1,860,C6ClF12I
461.8786,1,345,C6F13IO
461.9407,1,854,C8HF15O3S
461.9407,1,589,C8HF15O3S
461.9407,1,374,C8HF15O3S
461.9713,1,793,C10F18
461.9912,1,399,C10H3F17O
461.9912,1,808,C10H3F17O
462.0112,1,619,C10H6F16O2
462.0276,1,277,C11H7F17
462.0339,1,120,C13H7F15N
462.0402,1,172,C15H7F13N2
462.0501,1,254,C13H11F13O3
462.1048,1,925,C14H19F13Si
462.9288,1,831,C12H7BrF9NOS
462.9723,1,347,C8H4F15NO2S
462.9865,1,909,C9H2F17NO
463.0229,1,737,C10H6F17N
463.0311,1,788,C11H12F11NO4S
463.1181,1,829,C14H18F13NO
463.9364,1,154,C8F16O2S
463.9364,1,238,C8F16O2S
463.946,1,378,C9HClF16O
463.9563,1,349,C8H3F15O3S
463.9705,1,923,C9HF17O2
463.9705,1,250,C9HF17O2
463.9869,1,651,C10H2F18
463.9869,1,382,C10H2F18
463.9869,1,952,C10H2F18
463.9976,1,318,C13H9F9O6S
464.0069,1,772,C10H5F17O
464.0152,1,337,C11H11F11O5S
464.0194,1,914,C14H5F13N2O
464.0306,1,493,C17H9F9O5
464.1083,1,779,C19H15F7N4O2
464.9962,1,401,C9H12F9NO6S2
465.0468,1,958,C11H14F11NO4S
465.0511,1,861,C14H8F13N3
465.9662,1,631,C9F18O
465.9662,1,808,C9F18O
465.9662,1,850,C9F18O
465.9662,1,547,C9F18O
466.0026,1,388,C10H4F18
466.0238,1,276,C15H7F13O2
466.0362,1,519,C11H8F14N2O2
466.0362,1,760,C11H8F14N2O2
466.0778,1,679,C14H13F15
466.1379,1,446,C22H21F7O3
466.2094,1,207,C19H29F11
466.2682,1,607,C22H37F7O2
466.9641,1,743,C12H7ClF9NO4S
467.046,1,785,C16H16F7NO3S2
468.0207,1,629,C12H7F15O2
468.0207,1,132,C12H7F15O2
468.0207,1,401,C12H7F15O2
468.0251,1,832,C12H13F13S2
468.0426,1,207,C11H13F13O3Si
468.0934,1,862,C14H15F15
468.9697,1,814,C9F19
468.97,1,121,C11H8F9NO5S2
469.0347,1,793,C14H8F13NO2
469.0523,1,245,C12H10F15NO
469.1699,1,872,C18H26F7NO5
469.8837,1,144,C8F13I
469.9122,1,414,C8Cl2F16
469.9611,1,659,C8F18O2
469.9775,1,232,C9HF19
470.0363,1,758,C12H9F15O2
470.0475,1,870,C11H9F15N2O
471.0174,1,221,C10H10F13NO3S
471.0316,1,824,C11H8F15NO2
471.1106,1,865,C15H16F13N2
471.8994,1,647,C8H2F13I
471.8994,1,475,C8H2F13I
471.9394,1,261,C12H4ClF11O3S
471.9792,1,265,C10H3F15O4
471.9956,1,427,C11H4F16O2
472.0167,1,397,C14H9F13OS
472.2752,1,378,C22H37F9
473.0072,1,116,C11H4F17N
473.0297,1,176,C13H8F13NO3
473.915,1,184,C8H4F13I
473.915,1,552,C8H4F13I
473.915,1,131,C8H4F13I
473.9289,1,841,C12H4BrF13
473.9289,1,103,C12H4BrF13
473.9726,1,339,C10H8ClF13O2S
474.0102,1,221,C12H16F9IO
475.0311,1,780,C12H12F11NO4S
475.0311,1,388,C12H12F11NO4S
475.0817,1,1000,C14H14F13NO2
475.8893,1,663,C8BrF15O
476.0069,1,452,C11H5F17O
476.0069,1,645,C11H5F17O
476.0069,1,164,C11H5F17O
476.0433,1,795,C12H9F17
476.0769,1,174,C13H13F13N2O2
476.988,1,577,C9H6F15NO2S
476.9942,1,473,C11H6F13N2O2S
477.0021,1,868,C10H4F17NO
477.0385,1,561,C11H8F17N
477.9708,1,290,C12H4F14O2S
477.9862,1,524,C10H3F17O2
477.9862,1,249,C10H3F17O2
478.0046,1,679,C10H7F17Si
478.0225,1,447,C11H7F17O
478.0225,1,857,C11H7F17O
478.0362,1,114,C12H8F14N2O2
478.045,1,918,C13H11F13O4
478.111,1,239,C13H19F13N2Si
478.1341,1,628,C16H20F14
478.9814,1,772,C9H2F17NO2
478.9814,1,839,C9H2F17NO2
479.8842,1,221,C7BrF15O2
479.894,1,561,C8H4Cl3F13Si
479.9363,1,700,C8H4ClF14O3P
479.941,1,230,C9HClF16O2
479.941,1,643,C9HClF16O2
479.9574,1,984,C10H2ClF17
479.9841,1,243,C10H5F17S
480.0043,1,506,C12H6F14O4
480.0507,1,290,C15H9F13N2O
480.0519,1,544,C12H10F14N2O2
480.0554,1,196,C17H13F9N2O2S
480.0719,1,970,C12H13F13N2O3
480.9911,1,930,C9H12F9NO7S2
481.046,1,758,C14H8F13N3O
481.7563,1,983,C6H2Br3F9
481.9305,1,885,C7HF15O5S
481.9366,1,440,C9ClF17O
481.9469,1,907,C8H2F16O3S
481.9611,1,289,C9F18O2
481.9811,1,186,C9H3F17O3
482.0017,1,944,C12H11F9N2O4S2
482.0363,1,637,C13H9F15O2
482.0412,1,716,C17H11F9O6
482.1867,1,485,C21H27F9O2
482.9727,1,275,C9F19N
483.9262,1,185,C7F16O4S
483.9426,1,300,C8HF17O2S
483.9625,1,821,C14H5F13S2
484.0093,1,950,C13H5F13N2O3
484.0473,1,109,C12H14F13O3P
484.049,1,459,C11H13F13N2O2S
484.0708,1,850,C16H13F13O2
484.9966,1,633,C10H8F13NO4S
485.033,1,860,C11H12F13NO3S
485.033,1,298,C11H12F13NO3S
485.033,1,558,C11H12F13NO3S
485.9919,1,218,C9H7F13N2O4S
486.0025,1,349,C11H3F17N2
486.0025,1,743,C11H3F17N2
486.0112,1,302,C12H6F16O2
486.0159,1,758,C14H10F12O3S
486.1592,1,641,C18H23F13
487.9307,1,693,C9H6F13I
487.9307,1,521,C9H6F13I
487.9307,1,693,C9H6F13I
487.9445,1,721,C13H6BrF13
487.9681,1,400,C9F20
487.9681,1,817,C9F20
487.9681,1,941,C9F20
487.9681,1,590,C9F20
487.9681,1,282,C9F20
487.9741,1,491,C10H3F15O5
488.0269,1,860,C12H8F16O2
488.1385,1,522,C17H21F13O
488.1749,1,104,C18H25F13
488.988,1,827,C10H6F15NO2S
489.0021,1,221,C11H4F17NO
489.0068,1,650,C13H8F13NO2S
489.0246,1,417,C13H8F13NO4
489.0398,1,573,C17H8F13NO
489.0468,1,451,C13H14F11NO4S
489.0468,1,839,C13H14F11NO4S
489.0829,1,727,C13H18F11NO4Si
489.9099,1,303,C8H4F13IO
489.9698,1,457,C10H2F16O4
489.9862,1,976,C11H3F17O2
489.9862,1,201,C11H3F17O2
490.0225,1,329,C12H7F17O
490.0589,1,633,C13H11F17
490.1541,1,471,C17H23F13O
491.9056,1,810,C8H3F14I
492.0007,1,965,C14H4F16O
492.0018,1,631,C11H5F17O2
492.0018,1,391,C11H5F17O2
492.0018,1,618,C11H5F17O2
492.0202,1,201,C11H9F17Si
492.0382,1,256,C12H9F17O
493.0334,1,413,C11H8F17NO
493.9413,1,651,C12H4ClF13O2S
493.9764,1,555,C9H6F15O4P
493.9811,1,873,C10H3F17O3
494.0175,1,142,C11H7F17O2
494.0664,1,465,C16H11F13N2O
494.0675,1,671,C13H12F14N2O2
494.9763,1,661,C9H2F17NO3
494.9924,1,531,C12H4F11N3O6
495.0299,1,651,C16H10F9N3O3S
495.0728,1,628,C18H14F9NO5
495.8805,1,938,C7F15I
495.8805,1,753,C7F15I
495.8805,1,181,C7F15I
495.9381,1,937,C9H4ClF15O2S
495.9523,1,304,C10H2ClF17O
495.9592,1,530,C12F16O3
495.9603,1,393,C9HF17O4
495.9809,1,910,C12H9F9N2O5S2
495.9931,1,720,C11H3F19
496.012,1,665,C14H5F17
496.052,1,679,C14H11F15O2
496.098,1,329,C14H19F13NOS
497.0234,1,449,C13H8F15O3
497.8912,1,784,C8BrF17
497.956,1,874,C9F18O3
497.956,1,477,C9F18O3
498.0135,1,270,C13H9F15OS
498.0864,1,876,C17H15F13O2
498.9297,1,391,C8F17O3S
498.9535,1,424,C8H2F17NO2S
498.9535,1,452,C8H2F17NO2S
499.004,1,416,C10H4F19N
499.0123,1,840,C11H10F13NO4S
499.0123,1,316,C11H10F13NO4S
499.0725,1,624,C12H16F13N2O2S
499.9375,1,632,C8HF17O3S
499.9375,1,860,C8HF17O3S
499.9375,1,369,C8HF17O3S
499.947,1,143,C8H2F17O3P
499.9681,1,340,C10F20
499.9681,1,900,C10F20
499.9681,1,282,C10F20
499.9881,1,652,C10H3F19O
499.9881,1,874,C10H3F19O
500.0206,1,359,C14H6F14N2O2
500.0206,1,770,C14H6F14N2O2
500.0269,1,308,C13H8F16O2
500.0439,1,918,C11H13F13N2O3S
500.0439,1,942,C11H13F13N2O3S
500.107,1,415,C17H15F11N4O
500.3065,1,145,C24H41F9
500.9869,1,111,C9H11F11NO6PS
501.0421,1,211,C12H10F15NO3
501.0574,1,475,C16H10F15N
501.0656,1,254,C17H16F9NO4S
501.8237,1,900,C8HBr2F13
501.9091,1,392,C12H5Cl2F9O5S
501.9099,1,244,C9H4F13IO
501.9332,1,721,C8F18O2S
501.9427,1,269,C8HF18O2P
501.9463,1,685,C10H8F13I
501.9463,1,302,C10H8F13I
501.9509,1,439,C8F18O4
501.9602,1,297,C14H8BrF13
501.9684,1,103,C12H3F17S
501.9684,1,607,C12H3F17S
502.0589,1,380,C14H11F17
503.0004,1,624,C12H15F9INO2
503.0178,1,285,C12H6F17NO
503.029,1,721,C11H6F17N3
503.0624,1,719,C14H16F11NO4S
503.8394,1,327,C8H3Br2F13
503.9256,1,953,C9H6F13IO
503.963,1,999,C9F20O
504.0018,1,458,C12H5F17O2
504.0018,1,486,C12H5F17O2
504.0018,1,961,C12H5F17O2
504.0065,1,214,C14H9F13O3S
504.0746,1,253,C14H13F17
504.9793,1,792,C11H4F17NS
505.0334,1,667,C12H8F17NO
505.9811,1,762,C11H3F17O3
505.9999,1,771,C14H5F15O3
506.0175,1,922,C12H7F17O2
506.0175,1,113,C12H7F17O2
506.0175,1,970,C12H7F17O2
506.0175,1,832,C12H7F17O2
506.0538,1,805,C13H11F17O
506.0675,1,634,C14H12F14N2O2
506.0875,1,322,C14H15F13N2O3
506.9458,1,401,C8H3F14NO6S
506.9985,1,382,C10H8F15NO3S
507.0127,1,368,C11H6F17NO2
507.0491,1,622,C12H10F17NO
507.8143,1,277,C7Br2F14
507.8805,1,461,C8F15I
507.9767,1,206,C11H2F18O2
507.9967,1,642,C11H5F17O3
508.0331,1,480,C12H9F17O2
508.0674,1,278,C22H16F7O4P
508.0832,1,117,C14H14F14N2O2
508.1247,1,984,C17H19F15
509.0773,1,234,C16H12F13N3O
509.1081,1,757,C24H19F9P
509.8962,1,559,C8H2F15I
509.8962,1,465,C8H2F15I
509.956,1,377,C10F18O3
509.9679,1,313,C11H4ClF17O
509.976,1,114,C10H3F17O4
509.9784,1,153,C17H8Cl2F8N2O3
510.0276,1,707,C15H7F17
510.0676,1,498,C15H13F15O2
510.0896,1,645,C14H19F13O3Si
511.0123,1,217,C12H10F13NO4S
511.0229,1,708,C14H6F17N
511.0229,1,445,C14H6F17N
511.8754,1,217,C7F15IO
511.9211,1,299,C8F16O5S
511.9681,1,741,C11F20
511.9681,1,965,C11F20
511.9834,1,105,C10H6F17O2P
512.0469,1,893,C14H11F15O3
512.0803,1,693,C13H17F13N2O2S
512.0945,1,248,C14H15F15N2O
512.2889,1,556,C27H39F7O
512.9658,1,997,C12F17NO2
512.9691,1,191,C9H4F17NO2S
512.9691,1,861,C9H4F17NO2S
512.9833,1,871,C10H2F19NO
513.0279,1,221,C12H12F13NO4S
513.0785,1,510,C14H14F15NO2
513.1023,1,992,C14H16F15N2O
513.135,1,511,C23H20F9NO2
513.9662,1,560,C13F18O
513.9673,1,922,C10HF19O2
513.9673,1,726,C10HF19O2
513.9837,1,604,C11H2F20
513.9837,1,174,C11H2F20
514.0037,1,149,C11H5F19O
514.0037,1,266,C11H5F19O
514.0779,1,750,C16H24F9I
514.1905,1,137,C20H27F13
515.0436,1,549,C12H14F13NO4S
515.9324,1,472,C8HF17O4S
515.963,1,979,C10F20O
515.9901,1,899,C14H8F12O5S
515.9994,1,425,C11H4F20
516.0746,1,318,C15H13F17
516.2062,1,486,C20H29F13
517.0193,1,301,C12H10F15NO2S
517.9036,1,476,C8ClF17O2S
517.9412,1,783,C10H8F13IO
518.0175,1,128,C13H7F17O2
518.0175,1,921,C13H7F17O2
518.0902,1,474,C15H15F17
518.9668,1,144,C12H8F11NO5S2
519.0152,1,981,C14H7F14NO4
519.0316,1,975,C15H8F15NO2
519.0316,1,329,C15H8F15NO2
519.0491,1,197,C13H10F17NO
519.0491,1,210,C13H10F17NO
519.0491,1,222,C13H10F17NO
519.9743,1,514,C10HF21
520.0156,1,248,C15H7F15O3
520.0156,1,800,C15H7F15O3
520.0331,1,101,C13H9F17O2
520.0331,1,291,C13H9F17O2
520.0331,1,259,C13H9F17O2
520.0331,1,619,C13H9F17O2
520.0695,1,488,C14H13F17O
520.9695,1,574,C9F21N
520.9695,1,973,C9F21N
521.0142,1,107,C11H10F15NO3S
521.915,1,195,C12H4F13I
521.9946,1,607,C12H7F17OS
522.0066,1,113,C14H9F14O3P
522.0276,1,181,C16H7F17
522.0652,1,626,C14H12F18
522.0995,1,515,C17H20ClF13O
523.0817,1,424,C18H14F13NO2
523.9068,1,562,C10H2BrF17
523.9118,1,167,C9H4F15I
523.9118,1,217,C9H4F15I
523.9307,1,591,C12H6F13I
523.9307,1,756,C12H6F13I
523.987,1,334,C10H8F15O5P
523.9916,1,167,C11H5F17O4
524.0844,1,885,C16H29AgF7O2P
524.1052,1,249,C15H21F13O3Si
525.0279,1,443,C13H12F13NO4S
525.0279,1,666,C13H12F13NO4S
525.0279,1,431,C13H12F13NO4S
525.8861,1,971,C9BrF17O
525.9225,1,206,C10H4BrF17
526.0037,1,301,C12H5F19O
526.0225,1,318,C15H7F17O
526.0225,1,407,C15H7F17O
526.0464,1,567,C15H9F17N
526.2682,1,717,C27H37F7O2
526.9848,1,257,C10H6F17NO2S
527.1038,1,246,C14H20F13N2O2S
527.8714,1,156,C10H2F13IS
527.8714,1,557,C10H2F13IS
527.9688,1,502,C10H5F17O3S
527.9783,1,220,C10H6F17O3P
527.983,1,501,C11H3F19O2
527.983,1,618,C11H3F19O2
528.0391,1,372,C14H11F11N2O7
528.06,1,942,C16H14BF13O2S
528.0752,1,626,C13H17F13N2O3S
528.0752,1,446,C13H17F13N2O3S
528.2838,1,399,C27H39F7O2
528.2838,1,528,C27H39F7O2
529.9622,1,462,C10HF19O3
529.9776,1,790,C12H12F13I
529.9776,1,854,C12H12F13I
530.0363,1,817,C17H9F15O2
530.0664,1,328,C19H11F13N2O
530.0902,1,958,C16H15F17
530.9566,1,969,C18H9F7INO2
531.9029,1,688,C8HClF16O4S
531.9334,1,787,C10ClF19O
531.9437,1,780,C9H2F18O3S
531.9569,1,302,C11H10F13IO
531.9943,1,212,C11H4F20O
532.0126,1,112,C14H9F13N2O3S
532.0331,1,772,C14H9F17O2
532.0331,1,542,C14H9F17O2
533.0647,1,580,C14H12F17NO
533.9674,1,555,C11H13Cl2F13OSi2
533.976,1,888,C12H3F17O4
534.0458,1,921,C12H13F15N2O2S
534.0488,1,715,C14H11F17O2
534.0488,1,301,C14H11F17O2
534.0977,1,369,C19H15F13N2O
534.9935,1,425,C11H8F15NO4S
535.0076,1,313,C12H6F17NO3
535.0076,1,398,C12H6F17NO3
535.0076,1,872,C12H6F17NO3
535.0298,1,757,C12H12F15NO3S
535.9916,1,338,C12H5F17O4
535.9916,1,276,C12H5F17O4
536.008,1,891,C13H6F18O2
536.0644,1,494,C14H13F17O2
536.0882,1,774,C14H15F17NO
537.9275,1,606,C10H6F15I
537.9275,1,334,C10H6F15I
537.9649,1,824,C10F22
537.9649,1,355,C10F22
537.9649,1,634,C10F22
537.9649,1,730,C10F22
537.9895,1,586,C12H7F17O2S
538.0073,1,144,C12H7F17O4
538.0073,1,724,C12H7F17O4
538.0073,1,698,C12H7F17O4
538.0259,1,338,C13H11F17OS
538.1717,1,716,C19H25F15
538.9848,1,712,C11H6F17NO2S
539.0025,1,881,C11H6F17NO4
539.0036,1,307,C14H8F15NO2S
539.0178,1,532,C15H6F17NO
539.0436,1,903,C14H14F13NO4S
539.0436,1,662,C14H14F13NO4S
539.0436,1,337,C14H14F13NO4S
539.0542,1,539,C16H10F17N
539.9067,1,884,C9H4F15IO
539.983,1,539,C12H3F19O2
539.9969,1,141,C12H10ClF17Si
540.0018,1,850,C15H5F17O2
540.1318,1,702,C23H23F7N2O3S
540.1931,1,518,C25H31F7O3Si
541.9024,1,316,C9H3F16I
541.9786,1,714,C12H2F20O
542.026,1,175,C14H7F13N4O4
542.0287,1,997,C14H7F17N2O
542.2218,1,168,C22H31F13
543.0303,1,955,C12H8F19NO
543.1232,1,576,C22H18F13N
543.9381,1,184,C13H4ClF15O2S
543.9637,1,744,C10H5F17O4S
543.9732,1,382,C10H6F17O4P
544.0143,1,613,C12H7F19O2
544.2375,1,617,C22H33F13
544.9521,1,207,C11H9F13INO
545.0647,1,422,C15H12F17NO
545.8773,1,445,C8F17I
545.8773,1,702,C8F17I
545.9088,1,665,C8H2F16O5S2
545.9349,1,392,C10H4ClF17O2S
545.9361,1,334,C11H8F13IO2
545.9735,1,330,C11H2F20O2
545.9899,1,424,C12H3F21
546.046,1,423,C15H11F13N2O5
546.0488,1,793,C15H11F17O2
546.1215,1,960,C17H19F17
546.9722,1,665,C12H15F9INO3Si
546.9793,1,385,C11H10F13NO5S2
547.044,1,285,C14H10F17NO2
547.888,1,542,C9BrF19
547.9692,1,601,C11HF21O
547.9728,1,329,C10H3F19O4
547.9797,1,345,C12H10F14O4S2
547.9916,1,830,C13H5F17O4
548.0056,1,895,C12H5F21
548.028,1,771,C14H9F17O3
